name,age,position,school,draft_pick,season,games,rushATT,rushYDS,rushTDS,recs,recYDS,recTDS
Tyrone Tracy Jr.,24,RB,Purdue,166,2019*,13,6,39,1,36,589,3
Tyrone Tracy Jr.,24,RB,Purdue,166,2020,8,2,22,0,14,154,1
Tyrone Tracy Jr.,24,RB,Purdue,166,2021*,13,7,33,1,15,106,1
Tyrone Tracy Jr.,24,RB,Purdue,166,2022*,14,17,138,0,28,198,0
Tyrone Tracy Jr.,24,RB,Purdue,166,2023,11,113,716,8,19,132,0
Keilan Robinson,24,RB,Texas,167,2019*,8,39,254,2,0,0,0
Keilan Robinson,24,RB,Texas,167,2021,11,45,322,3,7,57,0
Keilan Robinson,24,RB,Texas,167,2022*,13,25,86,0,20,219,3
Keilan Robinson,24,RB,Texas,167,2023*,13,12,134,3,8,56,0
Isaiah Davis,22,RB,South Dakota St.,173,2018,3,8,40,0,0,0,0
Isaiah Davis,22,RB,South Dakota St.,173,2019*,4,23,228,3,1,18,0
Isaiah Davis,22,RB,South Dakota St.,173,2020,8,97,559,7,1,5,0
Isaiah Davis,22,RB,South Dakota St.,173,2021,10,134,530,7,0,-13,0
Isaiah Davis,22,RB,South Dakota St.,173,2022*,13,82,417,7,1,2,1
Isaiah Davis,22,RB,South Dakota St.,173,2023*,11,73,176,7,0,0,0
Kimani Vidal,23,RB,Troy,181,2020,9,101,516,4,26,225,0
Kimani Vidal,23,RB,Troy,181,2021,11,152,701,5,22,134,0
Kimani Vidal,23,RB,Troy,181,2022*,14,231,1132,10,26,140,0
Kimani Vidal,23,RB,Troy,181,2023*,14,297,1661,14,18,201,1
Jase McClellan,22,RB,Alabama,186,2020*,11,23,245,2,1,1,0
Jase McClellan,22,RB,Alabama,186,2021*,5,40,191,1,10,97,3
Jase McClellan,22,RB,Alabama,186,2022*,13,112,655,7,14,174,3
Jase McClellan,22,RB,Alabama,186,2023*,13,180,890,8,15,137,0
Jawhar Jordan,25,RB,Louisville,205,2019,4,15,105,1,2,87,0
Jawhar Jordan,25,RB,Louisville,205,2020,3,29,72,0,5,34,0
Jawhar Jordan,25,RB,Louisville,205,2021*,4,14,94,0,1,24,0
Jawhar Jordan,25,RB,Louisville,205,2022*,13,142,815,4,10,85,0
Jawhar Jordan,25,RB,Louisville,205,2023*,13,181,1128,13,21,246,1
Dylan Laube,24,RB,New Hampshire,208,2019,4,15,105,1,2,87,0
Dylan Laube,24,RB,New Hampshire,208,2020,3,29,72,0,5,34,0
Dylan Laube,24,RB,New Hampshire,208,2021*,4,14,94,0,1,24,0
Dylan Laube,24,RB,New Hampshire,208,2022*,13,142,815,4,10,85,0
Dylan Laube,24,RB,New Hampshire,208,2023*,13,181,1128,13,21,246,1
