name,age,position,school,draft_pick,season,games,rushATT,rushYDS,rushTDS,recs,recYDS,recTDS,rushingYDS,rushingTDS
Roschon Johnson,22,RB,Texas,115,2019*,15,123,649,7,34,209,0,352.0,2.0
Roschon Johnson,22,RB,Texas,115,2020*,15,80,418,6,34,209,0,352.0,2.0
Roschon Johnson,22,RB,Texas,115,2021,15,96,569,5,34,209,0,352.0,2.0
Roschon Johnson,22,RB,Texas,115,2022*,15,93,554,5,34,209,0,352.0,2.0
Israel Abanikanda,20,RB,Pittsburgh,143,2020,6,28,95,1,7,43,0,70.0,0.0
Israel Abanikanda,20,RB,Pittsburgh,143,2021*,6,123,651,7,7,43,0,70.0,0.0
Israel Abanikanda,20,RB,Pittsburgh,143,2022*,6,239,1431,20,7,43,0,70.0,0.0
Chase Brown,23,RB,Illinois,163,2018*,12,71,352,0,14,156,1,179.0,0.0
Chase Brown,23,RB,Illinois,163,2019*,12,3,18,0,14,156,1,179.0,0.0
Chase Brown,23,RB,Illinois,163,2020,12,104,540,3,14,156,1,179.0,0.0
Chase Brown,23,RB,Illinois,163,2021,12,170,1005,5,14,156,1,179.0,0.0
Chase Brown,23,RB,Illinois,163,2022*,12,328,1643,10,14,156,1,179.0,0.0
Eric Gray,23,RB,Oklahoma,172,2019*,13,101,539,4,6,22,0,48.0,0.0
Eric Gray,23,RB,Oklahoma,172,2020,13,157,772,4,6,22,0,48.0,0.0
Eric Gray,23,RB,Oklahoma,172,2021*,13,78,412,2,6,22,0,48.0,0.0
Eric Gray,23,RB,Oklahoma,172,2022*,13,213,1366,11,6,22,0,48.0,0.0
Evan Hull,22,RB,Northwestern,176,2019,5,46,286,4,0,0,0,,
Evan Hull,22,RB,Northwestern,176,2020*,9,25,209,2,6,41,0,,
Evan Hull,22,RB,Northwestern,176,2021,12,196,1009,7,33,264,2,,
Evan Hull,22,RB,Northwestern,176,2022,12,221,913,5,55,546,2,,
Chris Rodriguez,22,RB,Kentucky,193,2018*,13,2,43,0,2,12,0,247.0,2.0
Chris Rodriguez,22,RB,Kentucky,193,2019*,13,71,533,6,2,12,0,247.0,2.0
Chris Rodriguez,22,RB,Kentucky,193,2020*,13,119,785,11,2,12,0,247.0,2.0
Chris Rodriguez,22,RB,Kentucky,193,2021*,13,225,1379,9,2,12,0,247.0,2.0
Chris Rodriguez,22,RB,Kentucky,193,2022*,13,175,904,6,2,12,0,247.0,2.0
Deuce Vaughn,21,RB,Kansas St.,212,2020,7,123,642,7,7,40,0,40.0,0.0
Deuce Vaughn,21,RB,Kansas St.,212,2021*,7,235,1404,18,7,40,0,40.0,0.0
Deuce Vaughn,21,RB,Kansas St.,212,2022*,7,293,1558,9,7,40,0,40.0,0.0
Zach Evans,22,RB,Mississippi,215,2020,10,54,415,4,0,0,0,19.0,0.0
Zach Evans,22,RB,Mississippi,215,2021,10,92,648,5,0,0,0,19.0,0.0
Zach Evans,22,RB,Mississippi,215,2022*,10,144,936,9,0,0,0,19.0,0.0
DeWayne McBride,22,RB,Ala-Birmingham,222,2020,6,47,439,4,0,0,0,,
DeWayne McBride,22,RB,Ala-Birmingham,222,2021*,13,204,1371,13,3,19,0,,
DeWayne McBride,22,RB,Ala-Birmingham,222,2022*,11,233,1713,19,2,10,0,,
Lew Nichols,22,RB,Central Michigan,235,2019*,4,19,89,0,0,0,0,,
Lew Nichols,22,RB,Central Michigan,235,2020,6,78,507,4,10,109,1,,
Lew Nichols,22,RB,Central Michigan,235,2021*,13,341,1848,16,40,338,2,,
Lew Nichols,22,RB,Central Michigan,235,2022,9,176,616,6,21,128,0,,
Kenny McIntosh,23,RB,Georgia,237,2019*,3,25,174,2,0,0,0,0.0,0.0
Kenny McIntosh,23,RB,Georgia,237,2020*,3,47,251,1,0,0,0,0.0,0.0
Kenny McIntosh,23,RB,Georgia,237,2021*,3,58,328,3,0,0,0,0.0,0.0
Kenny McIntosh,23,RB,Georgia,237,2022*,3,150,829,10,0,0,0,0.0,0.0
Jonathon Brooks,21,RB,Texas,46,2021,3,21,143,1,3,23,0,22.0,0.0
Jonathon Brooks,21,RB,Texas,46,2022*,3,30,197,5,3,23,0,22.0,0.0
Jonathon Brooks,21,RB,Texas,46,2023*,3,187,1139,10,3,23,0,22.0,0.0
Trey Benson,21,RB,Florida St.,66,2021*,13,6,22,1,6,59,0,291.0,1.0
Trey Benson,21,RB,Florida St.,66,2022*,13,154,990,9,6,59,0,291.0,1.0
Trey Benson,21,RB,Florida St.,66,2023*,13,156,906,14,6,59,0,291.0,1.0
Blake Corum,23,RB,Michigan,83,2020,17,26,77,2,7,58,0,207.0,0.0
Blake Corum,23,RB,Michigan,83,2021*,17,143,952,11,7,58,0,207.0,0.0
Blake Corum,23,RB,Michigan,83,2022*,17,247,1463,18,7,58,0,207.0,0.0
Blake Corum,23,RB,Michigan,83,2023*,17,258,1245,27,7,58,0,207.0,0.0
MarShawn Lloyd,23,RB,USC,88,2021*,1,64,228,1,1,3,0,15.0,0.0
MarShawn Lloyd,23,RB,USC,88,2022*,1,111,573,9,1,3,0,15.0,0.0
MarShawn Lloyd,23,RB,USC,88,2023*,1,116,820,9,1,3,0,15.0,0.0
Jaylen Wright,21,RB,Tennessee,120,2021*,15,85,409,4,3,8,0,249.0,0.0
Jaylen Wright,21,RB,Tennessee,120,2022*,15,146,875,10,3,8,0,249.0,0.0
Jaylen Wright,21,RB,Tennessee,120,2023*,15,137,1013,4,3,8,0,249.0,0.0
Bucky Irving,22,RB,Oregon,125,2021*,17,133,699,4,47,392,0,1122.0,8.0
Bucky Irving,22,RB,Oregon,125,2022*,17,156,1058,5,47,392,0,1122.0,8.0
Bucky Irving,22,RB,Oregon,125,2023*,17,186,1180,11,47,392,0,1122.0,8.0
Will Shipley,22,RB,Clemson,127,2021*,16,149,738,11,4,35,0,82.0,0.0
Will Shipley,22,RB,Clemson,127,2022*,16,210,1182,15,4,35,0,82.0,0.0
Will Shipley,22,RB,Clemson,127,2023*,16,167,827,5,4,35,0,82.0,0.0
Ray Davis,24,RB,Kentucky,128,2019*,17,193,936,8,17,189,3,442.0,3.0
Ray Davis,24,RB,Kentucky,128,2020,17,78,308,1,17,189,3,442.0,3.0
Ray Davis,24,RB,Kentucky,128,2021,17,44,211,1,17,189,3,442.0,3.0
Ray Davis,24,RB,Kentucky,128,2022,17,232,1042,5,17,189,3,442.0,3.0
Ray Davis,24,RB,Kentucky,128,2023*,17,199,1129,14,17,189,3,442.0,3.0
Isaac Guerendo,24,RB,Louisville,129,2018*,16,0,0,0,15,152,0,420.0,4.0
Isaac Guerendo,24,RB,Louisville,129,2019*,16,1,1,0,15,152,0,420.0,4.0
Isaac Guerendo,24,RB,Louisville,129,2020*,16,11,36,0,15,152,0,420.0,4.0
Isaac Guerendo,24,RB,Louisville,129,2021*,16,23,160,1,15,152,0,420.0,4.0
Isaac Guerendo,24,RB,Louisville,129,2022*,16,64,385,5,15,152,0,420.0,4.0
Isaac Guerendo,24,RB,Louisville,129,2023*,16,132,810,11,15,152,0,420.0,4.0
Braelon Allen,20,RB,Wisconsin,134,2021*,17,186,1268,12,19,148,1,334.0,2.0
Braelon Allen,20,RB,Wisconsin,134,2022*,17,230,1242,11,19,148,1,334.0,2.0
Braelon Allen,20,RB,Wisconsin,134,2023*,17,181,984,12,19,148,1,334.0,2.0
Audric Estime,21,RB,Notre Dame,147,2021*,13,7,60,0,5,27,0,310.0,2.0
Audric Estime,21,RB,Notre Dame,147,2022*,13,156,920,11,5,27,0,310.0,2.0
Audric Estime,21,RB,Notre Dame,147,2023*,13,210,1341,18,5,27,0,310.0,2.0
Rasheen Ali,23,RB,Marshall,165,2020*,6,5,22,0,0,0,0,31.0,0.0
Rasheen Ali,23,RB,Marshall,165,2021*,6,250,1401,23,0,0,0,31.0,0.0
Rasheen Ali,23,RB,Marshall,165,2022*,6,47,273,1,0,0,0,31.0,0.0
Rasheen Ali,23,RB,Marshall,165,2023*,6,212,1135,15,0,0,0,31.0,0.0
Tyrone Tracy Jr.,24,RB,Purdue,166,2018*,17,1,-1,0,38,284,1,839.0,5.0
Tyrone Tracy Jr.,24,RB,Purdue,166,2019*,17,6,39,1,38,284,1,839.0,5.0
Tyrone Tracy Jr.,24,RB,Purdue,166,2020,17,2,22,0,38,284,1,839.0,5.0
Tyrone Tracy Jr.,24,RB,Purdue,166,2021*,17,7,33,1,38,284,1,839.0,5.0
Tyrone Tracy Jr.,24,RB,Purdue,166,2022*,17,17,138,0,38,284,1,839.0,5.0
Tyrone Tracy Jr.,24,RB,Purdue,166,2023,17,113,716,8,38,284,1,839.0,5.0
Keilan Robinson,24,RB,Texas,167,2019*,8,39,254,2,0,0,0,,
Keilan Robinson,24,RB,Texas,167,2021,11,45,322,3,7,57,0,,
Keilan Robinson,24,RB,Texas,167,2022*,13,25,86,0,20,219,3,,
Keilan Robinson,24,RB,Texas,167,2023*,13,12,134,3,8,56,0,,
Kimani Vidal,23,RB,Troy,181,2020,10,101,516,4,5,62,1,155.0,0.0
Kimani Vidal,23,RB,Troy,181,2021,10,152,701,5,5,62,1,155.0,0.0
Kimani Vidal,23,RB,Troy,181,2022*,10,231,1132,10,5,62,1,155.0,0.0
Kimani Vidal,23,RB,Troy,181,2023*,10,297,1661,14,5,62,1,155.0,0.0
Jase McClellan,22,RB,Alabama,186,2020*,2,23,245,2,0,0,0,32.0,0.0
Jase McClellan,22,RB,Alabama,186,2021*,2,40,191,1,0,0,0,32.0,0.0
Jase McClellan,22,RB,Alabama,186,2022*,2,112,655,7,0,0,0,32.0,0.0
Jase McClellan,22,RB,Alabama,186,2023*,2,180,890,8,0,0,0,32.0,0.0
Jawhar Jordan,25,RB,Louisville,205,2019,4,15,105,1,2,87,0,,
Jawhar Jordan,25,RB,Louisville,205,2020,3,29,72,0,5,34,0,,
Jawhar Jordan,25,RB,Louisville,205,2021*,4,14,94,0,1,24,0,,
Jawhar Jordan,25,RB,Louisville,205,2022*,13,142,815,4,10,85,0,,
Jawhar Jordan,25,RB,Louisville,205,2023*,13,181,1128,13,21,246,1,,
