name,age,position,school,draft_pick,season,games,rushATT,rushYDS,rushTDS,recs,recYDS,recTDS,collegeURL,rushingYDS,rushingTDS
C.J. Spiller,23,RB,Clemson,9.0,2006*,13.0,129.0,938.0,10.0,19.0,210.0,2.0,/cfb/schools/clemson/2006.html,,
C.J. Spiller,23,RB,Clemson,9.0,2007*,13.0,145.0,768.0,3.0,34.0,271.0,2.0,/cfb/schools/clemson/2007.html,,
C.J. Spiller,23,RB,Clemson,9.0,2008*,12.0,116.0,629.0,7.0,34.0,436.0,3.0,/cfb/schools/clemson/2008.html,,
C.J. Spiller,23,RB,Clemson,9.0,2009*,14.0,216.0,1212.0,12.0,36.0,503.0,4.0,/cfb/schools/clemson/2009.html,,
C.J. Spiller,23,RB,,,,14.0,,,,24.0,157.0,1.0,,283.0,0.0
Ryan Mathews,22,RB,Fresno St.,12.0,2007*,11.0,145.0,866.0,14.0,0.0,0.0,0.0,/cfb/schools/fresno-state/2007.html,,
Ryan Mathews,22,RB,Fresno St.,12.0,2008*,8.0,113.0,606.0,6.0,8.0,146.0,2.0,/cfb/schools/fresno-state/2008.html,,
Ryan Mathews,22,RB,Fresno St.,12.0,2009*,12.0,276.0,1808.0,19.0,11.0,122.0,0.0,/cfb/schools/fresno-state/2009.html,,
Ryan Mathews,22,RB,,,,12.0,,,,22.0,145.0,0.0,,678.0,7.0
Jahvid Best,21,RB,California,30.0,2007*,10.0,29.0,221.0,2.0,13.0,74.0,1.0,/cfb/schools/california/2007.html,,
Jahvid Best,21,RB,California,30.0,2008*,12.0,194.0,1580.0,15.0,27.0,246.0,1.0,/cfb/schools/california/2008.html,,
Jahvid Best,21,RB,California,30.0,2009*,9.0,141.0,867.0,12.0,22.0,213.0,4.0,/cfb/schools/california/2009.html,,
Jahvid Best,21,RB,,,,16.0,,,,58.0,487.0,2.0,,555.0,4.0
Toby Gerhart,23,RB,Stanford,51.0,2006,12.0,106.0,375.0,0.0,15.0,124.0,0.0,/cfb/schools/stanford/2006.html,,
Toby Gerhart,23,RB,Stanford,51.0,2007,1.0,12.0,140.0,1.0,0.0,0.0,0.0,/cfb/schools/stanford/2007.html,,
Toby Gerhart,23,RB,Stanford,51.0,2008,12.0,210.0,1136.0,15.0,13.0,114.0,0.0,/cfb/schools/stanford/2008.html,,
Toby Gerhart,23,RB,Stanford,51.0,2009*,13.0,343.0,1871.0,28.0,11.0,157.0,0.0,/cfb/schools/stanford/2009.html,,
Toby Gerhart,23,RB,,,,15.0,,,,21.0,167.0,0.0,,322.0,1.0
Ben Tate,22,RB,Auburn,58.0,2006*,9.0,54.0,392.0,3.0,2.0,-3.0,0.0,/cfb/schools/auburn/2006.html,,
Ben Tate,22,RB,Auburn,58.0,2007*,13.0,202.0,903.0,8.0,16.0,144.0,0.0,/cfb/schools/auburn/2007.html,,
Ben Tate,22,RB,Auburn,58.0,2008,12.0,159.0,664.0,3.0,15.0,90.0,0.0,/cfb/schools/auburn/2008.html,,
Ben Tate,22,RB,Auburn,58.0,2009*,13.0,263.0,1362.0,10.0,20.0,105.0,0.0,/cfb/schools/auburn/2009.html,,
Ben Tate,22,RB,,,,15.0,,,,13.0,98.0,0.0,,942.0,4.0
Montario Hardesty,23,RB,Tennessee,59.0,2005,2.0,6.0,18.0,0.0,0.0,0.0,0.0,/cfb/schools/tennessee/2005.html,,
Montario Hardesty,23,RB,Tennessee,59.0,2006*,13.0,107.0,384.0,4.0,6.0,54.0,0.0,/cfb/schools/tennessee/2006.html,,
Montario Hardesty,23,RB,Tennessee,59.0,2007*,10.0,89.0,373.0,3.0,3.0,25.0,0.0,/cfb/schools/tennessee/2007.html,,
Montario Hardesty,23,RB,Tennessee,59.0,2008,11.0,76.0,271.0,6.0,4.0,24.0,0.0,/cfb/schools/tennessee/2008.html,,
Montario Hardesty,23,RB,Tennessee,59.0,2009*,13.0,282.0,1345.0,13.0,25.0,302.0,1.0,/cfb/schools/tennessee/2009.html,,
Montario Hardesty,23,RB,,,,10.0,,,,14.0,122.0,0.0,,266.0,0.0
Joe McKnight,22,RB,USC,112.0,2007*,13.0,94.0,540.0,3.0,23.0,203.0,1.0,/cfb/schools/southern-california/2007.html,,
Joe McKnight,22,RB,USC,112.0,2008*,11.0,89.0,659.0,2.0,21.0,193.0,1.0,/cfb/schools/southern-california/2008.html,,
Joe McKnight,22,RB,USC,112.0,2009*,12.0,164.0,1014.0,8.0,22.0,146.0,0.0,/cfb/schools/southern-california/2009.html,,
Joe McKnight,22,RB,,,,9.0,,,,3.0,20.0,0.0,,189.0,0.0
John Conner,23,RB,Kentucky,139.0,2006*,12.0,2.0,5.0,0.0,2.0,21.0,1.0,/cfb/schools/kentucky/2006.html,,
John Conner,23,RB,Kentucky,139.0,2007*,13.0,6.0,37.0,2.0,7.0,37.0,2.0,/cfb/schools/kentucky/2007.html,,
John Conner,23,RB,Kentucky,139.0,2008*,13.0,15.0,47.0,0.0,11.0,89.0,0.0,/cfb/schools/kentucky/2008.html,,
John Conner,23,RB,Kentucky,139.0,2009*,12.0,31.0,158.0,2.0,5.0,46.0,1.0,/cfb/schools/kentucky/2009.html,,
John Conner,23,RB,,,,16.0,,,,2.0,9.0,0.0,,44.0,1.0
Anthony Dixon,22,RB,Mississippi St.,173.0,2006,12.0,169.0,668.0,9.0,4.0,42.0,0.0,/cfb/schools/mississippi-state/2006.html,,
Anthony Dixon,22,RB,Mississippi St.,173.0,2007*,13.0,287.0,1066.0,14.0,14.0,167.0,2.0,/cfb/schools/mississippi-state/2007.html,,
Anthony Dixon,22,RB,Mississippi St.,173.0,2008,12.0,197.0,869.0,7.0,20.0,117.0,2.0,/cfb/schools/mississippi-state/2008.html,,
Anthony Dixon,22,RB,Mississippi St.,173.0,2009,11.0,257.0,1391.0,12.0,18.0,123.0,0.0,/cfb/schools/mississippi-state/2009.html,,
Anthony Dixon,22,RB,,,,16.0,,,,5.0,11.0,0.0,,237.0,2.0
Deji Karim,23,RB,Southern Illinois,180.0,2007*,13.0,4.0,17.0,0.0,37.0,537.0,4.0,/cfb/schools/south-florida/2007.html,,
Deji Karim,23,RB,Southern Illinois,180.0,2008*,13.0,1.0,7.0,0.0,28.0,405.0,1.0,/cfb/schools/south-florida/2008.html,,
Deji Karim,23,RB,Southern Illinois,180.0,2009*,11.0,0.0,0.0,0.0,40.0,706.0,4.0,/cfb/schools/south-florida/2009.html,,
Deji Karim,23,RB,,,,11.0,,,,3.0,10.0,0.0,,160.0,0.0
Jonathan Dwyer,21,RB,Georgia Tech,188.0,2007*,13.0,82.0,436.0,9.0,2.0,17.0,0.0,/cfb/schools/georgia-tech/2007.html,,
Jonathan Dwyer,21,RB,Georgia Tech,188.0,2008*,13.0,200.0,1395.0,12.0,8.0,209.0,1.0,/cfb/schools/georgia-tech/2008.html,,
Jonathan Dwyer,21,RB,Georgia Tech,188.0,2009*,14.0,235.0,1395.0,14.0,5.0,37.0,0.0,/cfb/schools/georgia-tech/2009.html,,
Jonathan Dwyer,21,RB,,,,1.0,,,,0.0,0.0,0.0,,28.0,0.0
James Starks,24,RB,Buffalo,193.0,2006,12.0,175.0,704.0,6.0,34.0,226.0,0.0,/cfb/schools/buffalo/2006.html,,
James Starks,24,RB,Buffalo,193.0,2007,12.0,251.0,1103.0,12.0,41.0,311.0,2.0,/cfb/schools/buffalo/2007.html,,
James Starks,24,RB,Buffalo,193.0,2008*,12.0,272.0,1333.0,16.0,52.0,361.0,1.0,/cfb/schools/buffalo/2008.html,,
James Starks,24,RB,,,,3.0,,,,2.0,15.0,0.0,,101.0,0.0
Ryan D'Imperio,23,RB,,,,,,,,,,,,,
Mark Ingram,21,RB,Alabama,28.0,2008*,14.0,143.0,728.0,12.0,7.0,54.0,0.0,/cfb/schools/alabama/2008.html,,
Mark Ingram,21,RB,Alabama,28.0,2009*,14.0,271.0,1658.0,17.0,32.0,334.0,3.0,/cfb/schools/alabama/2009.html,,
Mark Ingram,21,RB,Alabama,28.0,2010*,11.0,158.0,875.0,13.0,21.0,282.0,1.0,/cfb/schools/alabama/2010.html,,
Mark Ingram,21,RB,,,,10.0,,,,11.0,46.0,0.0,,474.0,5.0
Ryan Williams,21,RB,Virginia Tech,38.0,2009*,13.0,293.0,1655.0,21.0,16.0,180.0,1.0,/cfb/schools/virginia-tech/2009.html,,
Ryan Williams,21,RB,Virginia Tech,38.0,2010*,10.0,110.0,477.0,9.0,10.0,109.0,1.0,/cfb/schools/virginia-tech/2010.html,,
Ryan Williams,21,RB,,,,5.0,,,,7.0,44.0,0.0,,164.0,0.0
Shane Vereen,22,RB,California,56.0,2008*,13.0,142.0,715.0,4.0,27.0,221.0,1.0,/cfb/schools/california/2008.html,,
Shane Vereen,22,RB,California,56.0,2009*,13.0,183.0,952.0,12.0,25.0,244.0,2.0,/cfb/schools/california/2009.html,,
Shane Vereen,22,RB,California,56.0,2010,12.0,231.0,1167.0,13.0,22.0,209.0,3.0,/cfb/schools/california/2010.html,,
Shane Vereen,22,RB,,,,5.0,,,,0.0,0.0,0.0,,57.0,1.0
Mikel Leshoure,21,RB,Illinois,57.0,2008,9.0,35.0,126.0,1.0,6.0,66.0,0.0,/cfb/schools/illinois/2008.html,,
Mikel Leshoure,21,RB,Illinois,57.0,2009,11.0,108.0,734.0,5.0,14.0,177.0,2.0,/cfb/schools/illinois/2009.html,,
Mikel Leshoure,21,RB,Illinois,57.0,2010*,13.0,281.0,1697.0,17.0,17.0,196.0,3.0,/cfb/schools/illinois/2010.html,,
Mikel Leshoure,21,RB,,,,14.0,,,,34.0,214.0,0.0,,798.0,9.0
Daniel Thomas,23,RB,Kansas St.,62.0,2009,12.0,247.0,1265.0,11.0,25.0,257.0,0.0,/cfb/schools/kansas-state/2009.html,,
Daniel Thomas,23,RB,Kansas St.,62.0,2010*,13.0,298.0,1585.0,19.0,27.0,171.0,0.0,/cfb/schools/kansas-state/2010.html,,
Daniel Thomas,23,RB,,,,13.0,,,,12.0,72.0,1.0,,581.0,0.0
DeMarco Murray,23,RB,Oklahoma,71.0,2007*,11.0,127.0,764.0,13.0,14.0,60.0,0.0,/cfb/schools/oklahoma/2007.html,,
DeMarco Murray,23,RB,Oklahoma,71.0,2008*,13.0,179.0,1002.0,14.0,31.0,395.0,4.0,/cfb/schools/oklahoma/2008.html,,
DeMarco Murray,23,RB,Oklahoma,71.0,2009*,12.0,171.0,705.0,8.0,41.0,522.0,4.0,/cfb/schools/oklahoma/2009.html,,
DeMarco Murray,23,RB,Oklahoma,71.0,2010*,14.0,282.0,1214.0,15.0,71.0,594.0,5.0,/cfb/schools/oklahoma/2010.html,,
DeMarco Murray,23,RB,,,,13.0,,,,26.0,183.0,0.0,,897.0,2.0
Stevan Ridley,22,RB,LSU,73.0,2008*,13.0,12.0,92.0,1.0,0.0,0.0,0.0,/cfb/schools/louisiana-state/2008.html,,
Stevan Ridley,22,RB,LSU,73.0,2009*,13.0,45.0,180.0,3.0,6.0,33.0,0.0,/cfb/schools/louisiana-state/2009.html,,
Stevan Ridley,22,RB,LSU,73.0,2010*,13.0,249.0,1147.0,15.0,11.0,61.0,0.0,/cfb/schools/louisiana-state/2010.html,,
Stevan Ridley,22,RB,,,,16.0,,,,3.0,13.0,0.0,,441.0,1.0
Alex Green,23,RB,Hawaii,96.0,2009,13.0,86.0,453.0,2.0,11.0,98.0,1.0,/cfb/schools/hawaii/2009.html,,
Alex Green,23,RB,Hawaii,96.0,2010*,14.0,146.0,1199.0,18.0,27.0,363.0,1.0,/cfb/schools/hawaii/2010.html,,
Alex Green,23,RB,,,,4.0,,,,1.0,6.0,0.0,,11.0,0.0
Roy Helu,22,RB,Nebraska,105.0,2007,7.0,45.0,209.0,0.0,5.0,40.0,0.0,/cfb/schools/nebraska/2007.html,,
Roy Helu,22,RB,Nebraska,105.0,2008*,13.0,125.0,803.0,7.0,25.0,266.0,0.0,/cfb/schools/nebraska/2008.html,,
Roy Helu,22,RB,Nebraska,105.0,2009*,14.0,220.0,1147.0,10.0,19.0,149.0,0.0,/cfb/schools/nebraska/2009.html,,
Roy Helu,22,RB,Nebraska,105.0,2010*,14.0,188.0,1245.0,11.0,5.0,46.0,0.0,/cfb/schools/nebraska/2010.html,,
Roy Helu,22,RB,,,,15.0,,,,49.0,379.0,1.0,,640.0,2.0
Kendall Hunter,22,RB,Oklahoma St.,115.0,2007*,12.0,107.0,696.0,4.0,10.0,137.0,1.0,/cfb/schools/oklahoma-state/2007.html,,
Kendall Hunter,22,RB,Oklahoma St.,115.0,2008*,13.0,241.0,1555.0,16.0,22.0,198.0,1.0,/cfb/schools/oklahoma-state/2008.html,,
Kendall Hunter,22,RB,Oklahoma St.,115.0,2009*,8.0,89.0,382.0,1.0,11.0,83.0,0.0,/cfb/schools/oklahoma-state/2009.html,,
Kendall Hunter,22,RB,Oklahoma St.,115.0,2010*,13.0,271.0,1548.0,16.0,20.0,101.0,0.0,/cfb/schools/oklahoma-state/2010.html,,
Kendall Hunter,22,RB,,,,16.0,,,,16.0,195.0,0.0,,473.0,2.0
Delone Carter,24,RB,Syracuse,119.0,2006,12.0,156.0,713.0,4.0,9.0,46.0,0.0,/cfb/schools/syracuse/2006.html,,
Delone Carter,24,RB,Syracuse,119.0,2008,5.0,23.0,137.0,0.0,0.0,0.0,0.0,/cfb/schools/syracuse/2008.html,,
Delone Carter,24,RB,Syracuse,119.0,2009,12.0,236.0,1021.0,11.0,11.0,117.0,1.0,/cfb/schools/syracuse/2009.html,,
Delone Carter,24,RB,Syracuse,119.0,2010*,13.0,231.0,1233.0,9.0,8.0,45.0,0.0,/cfb/schools/syracuse/2010.html,,
Delone Carter,24,RB,,,,16.0,,,,5.0,18.0,0.0,,377.0,2.0
Owen Marecic,22,RB,Stanford,124.0,2007,12.0,5.0,6.0,0.0,4.0,26.0,0.0,/cfb/schools/stanford/2007.html,,
Owen Marecic,22,RB,Stanford,124.0,2008,11.0,0.0,0.0,0.0,4.0,25.0,0.0,/cfb/schools/stanford/2008.html,,
Owen Marecic,22,RB,Stanford,124.0,2009*,13.0,8.0,15.0,4.0,8.0,132.0,1.0,/cfb/schools/stanford/2009.html,,
Owen Marecic,22,RB,Stanford,124.0,2010*,13.0,23.0,46.0,5.0,9.0,75.0,0.0,/cfb/schools/stanford/2010.html,,
Owen Marecic,22,RB,,,,,,,,,,,,,
Taiwan Jones,23,RB,Eastern Washington,125.0,2007,12.0,5.0,6.0,0.0,4.0,26.0,0.0,/cfb/schools/stanford/2007.html,,
Taiwan Jones,23,RB,Eastern Washington,125.0,2008,11.0,0.0,0.0,0.0,4.0,25.0,0.0,/cfb/schools/stanford/2008.html,,
Taiwan Jones,23,RB,Eastern Washington,125.0,2009*,13.0,8.0,15.0,4.0,8.0,132.0,1.0,/cfb/schools/stanford/2009.html,,
Taiwan Jones,23,RB,Eastern Washington,125.0,2010*,13.0,23.0,46.0,5.0,9.0,75.0,0.0,/cfb/schools/stanford/2010.html,,
Taiwan Jones,23,RB,,,,10.0,,,,2.0,25.0,0.0,,73.0,0.0
Bilal Powell,22,RB,Louisville,126.0,2007,8.0,24.0,187.0,2.0,3.0,25.0,0.0,/cfb/schools/louisville/2007.html,,
Bilal Powell,22,RB,Louisville,126.0,2008,11.0,75.0,354.0,2.0,12.0,58.0,0.0,/cfb/schools/louisville/2008.html,,
Bilal Powell,22,RB,Louisville,126.0,2009,11.0,108.0,392.0,4.0,12.0,103.0,0.0,/cfb/schools/louisville/2009.html,,
Bilal Powell,22,RB,Louisville,126.0,2010*,12.0,229.0,1405.0,11.0,18.0,158.0,3.0,/cfb/schools/louisville/2010.html,,
Bilal Powell,22,RB,,,,2.0,,,,1.0,7.0,0.0,,21.0,0.0
Jamie Harper,21,RB,Clemson,130.0,2008*,12.0,34.0,133.0,1.0,4.0,21.0,0.0,/cfb/schools/clemson/2008.html,,
Jamie Harper,21,RB,Clemson,130.0,2009*,14.0,80.0,418.0,4.0,11.0,49.0,0.0,/cfb/schools/clemson/2009.html,,
Jamie Harper,21,RB,Clemson,130.0,2010*,13.0,197.0,760.0,7.0,35.0,328.0,3.0,/cfb/schools/clemson/2010.html,,
Jamie Harper,21,RB,,,,13.0,,,,4.0,32.0,0.0,,44.0,1.0
Johnny White,23,RB,North Carolina,133.0,2007,12.0,95.0,399.0,0.0,15.0,159.0,0.0,/cfb/schools/north-carolina/2007.html,,
Johnny White,23,RB,North Carolina,133.0,2008*,12.0,2.0,0.0,0.0,1.0,-3.0,0.0,/cfb/schools/north-carolina/2008.html,,
Johnny White,23,RB,North Carolina,133.0,2009*,13.0,19.0,143.0,1.0,7.0,66.0,1.0,/cfb/schools/north-carolina/2009.html,,
Johnny White,23,RB,North Carolina,133.0,2010*,9.0,130.0,720.0,7.0,24.0,288.0,0.0,/cfb/schools/north-carolina/2010.html,,
Johnny White,23,RB,,,,12.0,,,,1.0,-3.0,0.0,,38.0,0.0
Anthony Sherman,22,RB,Connecticut,136.0,2007*,13.0,6.0,18.0,0.0,2.0,9.0,0.0,/cfb/schools/connecticut/2007.html,,
Anthony Sherman,22,RB,Connecticut,136.0,2008*,13.0,6.0,39.0,0.0,26.0,270.0,0.0,/cfb/schools/connecticut/2008.html,,
Anthony Sherman,22,RB,Connecticut,136.0,2009*,13.0,1.0,3.0,0.0,9.0,71.0,0.0,/cfb/schools/connecticut/2009.html,,
Anthony Sherman,22,RB,Connecticut,136.0,2010*,12.0,4.0,1.0,0.0,11.0,127.0,1.0,/cfb/schools/connecticut/2010.html,,
Anthony Sherman,22,RB,,,,,,,,,,,,,
Jacquizz Rodgers,21,RB,Oregon St.,145.0,2008*,11.0,259.0,1253.0,11.0,29.0,247.0,1.0,/cfb/schools/oregon-state/2008.html,,
Jacquizz Rodgers,21,RB,Oregon St.,145.0,2009*,13.0,273.0,1440.0,21.0,78.0,522.0,1.0,/cfb/schools/oregon-state/2009.html,,
Jacquizz Rodgers,21,RB,Oregon St.,145.0,2010,12.0,256.0,1184.0,14.0,44.0,287.0,3.0,/cfb/schools/oregon-state/2010.html,,
Jacquizz Rodgers,21,RB,,,,16.0,,,,21.0,188.0,1.0,,205.0,1.0
Dion Lewis,20,RB,Pittsburgh,149.0,2009*,13.0,325.0,1799.0,17.0,25.0,189.0,1.0,/cfb/schools/pittsburgh/2009.html,,
Dion Lewis,20,RB,Pittsburgh,149.0,2010*,12.0,219.0,1061.0,13.0,27.0,216.0,0.0,/cfb/schools/pittsburgh/2010.html,,
Dion Lewis,20,RB,,,,15.0,,,,1.0,-3.0,0.0,,102.0,1.0
Evan Royster,23,RB,Penn St.,177.0,2007*,11.0,82.0,513.0,5.0,3.0,18.0,0.0,/cfb/schools/penn-state/2007.html,,
Evan Royster,23,RB,Penn St.,177.0,2008*,13.0,191.0,1236.0,12.0,17.0,155.0,0.0,/cfb/schools/penn-state/2008.html,,
Evan Royster,23,RB,Penn St.,177.0,2009*,13.0,205.0,1169.0,6.0,16.0,187.0,2.0,/cfb/schools/penn-state/2009.html,,
Evan Royster,23,RB,Penn St.,177.0,2010*,13.0,208.0,1014.0,6.0,25.0,202.0,1.0,/cfb/schools/penn-state/2010.html,,
Evan Royster,23,RB,,,,6.0,,,,9.0,68.0,0.0,,328.0,0.0
Jordan Todman,21,RB,Connecticut,183.0,2008*,12.0,47.0,296.0,3.0,2.0,4.0,0.0,/cfb/schools/connecticut/2008.html,,
Jordan Todman,21,RB,Connecticut,183.0,2009*,13.0,235.0,1188.0,14.0,21.0,185.0,0.0,/cfb/schools/connecticut/2009.html,,
Jordan Todman,21,RB,Connecticut,183.0,2010*,12.0,334.0,1695.0,14.0,19.0,94.0,0.0,/cfb/schools/connecticut/2010.html,,
Jordan Todman,21,RB,,,,1.0,,,,1.0,0.0,0.0,,8.0,0.0
Allen Bradford,23,RB,USC,187.0,2006*,12.0,13.0,42.0,1.0,3.0,33.0,1.0,/cfb/schools/southern-california/2006.html,,
Allen Bradford,23,RB,USC,187.0,2007*,12.0,15.0,24.0,1.0,3.0,23.0,2.0,/cfb/schools/southern-california/2007.html,,
Allen Bradford,23,RB,USC,187.0,2008*,3.0,14.0,57.0,1.0,4.0,44.0,0.0,/cfb/schools/southern-california/2008.html,,
Allen Bradford,23,RB,USC,187.0,2009*,13.0,115.0,668.0,8.0,1.0,2.0,0.0,/cfb/schools/southern-california/2009.html,,
Allen Bradford,23,RB,USC,187.0,2010,12.0,110.0,794.0,5.0,3.0,74.0,1.0,/cfb/schools/southern-california/2010.html,,
Allen Bradford,23,RB,,,,1.0,,,,0.0,0.0,0.0,,13.0,0.0
Shaun Chapas,23,RB,Georgia,220.0,2007*,13.0,11.0,41.0,0.0,3.0,22.0,0.0,/cfb/schools/georgia/2007.html,,
Shaun Chapas,23,RB,Georgia,220.0,2008*,13.0,7.0,25.0,0.0,9.0,120.0,1.0,/cfb/schools/georgia/2008.html,,
Shaun Chapas,23,RB,Georgia,220.0,2009*,12.0,7.0,45.0,1.0,9.0,50.0,1.0,/cfb/schools/georgia/2009.html,,
Shaun Chapas,23,RB,Georgia,220.0,2010*,11.0,15.0,44.0,2.0,5.0,29.0,2.0,/cfb/schools/georgia/2010.html,,
Shaun Chapas,23,RB,,,,,,,,,,,,,
Da'Rel Scott,23,RB,Maryland,221.0,2007*,9.0,14.0,135.0,0.0,1.0,57.0,1.0,/cfb/schools/maryland/2007.html,,
Da'Rel Scott,23,RB,Maryland,221.0,2008*,12.0,209.0,1133.0,8.0,21.0,171.0,0.0,/cfb/schools/maryland/2008.html,,
Da'Rel Scott,23,RB,Maryland,221.0,2009,7.0,85.0,425.0,4.0,12.0,111.0,0.0,/cfb/schools/maryland/2009.html,,
Da'Rel Scott,23,RB,Maryland,221.0,2010*,13.0,122.0,708.0,5.0,14.0,170.0,3.0,/cfb/schools/maryland/2010.html,,
Da'Rel Scott,23,RB,,,,11.0,,,,2.0,13.0,0.0,,16.0,0.0
Shane Bannon,22,RB,Yale,223.0,2007*,9.0,14.0,135.0,0.0,1.0,57.0,1.0,/cfb/schools/maryland/2007.html,,
Shane Bannon,22,RB,Yale,223.0,2008*,12.0,209.0,1133.0,8.0,21.0,171.0,0.0,/cfb/schools/maryland/2008.html,,
Shane Bannon,22,RB,Yale,223.0,2009,7.0,85.0,425.0,4.0,12.0,111.0,0.0,/cfb/schools/maryland/2009.html,,
Shane Bannon,22,RB,Yale,223.0,2010*,13.0,122.0,708.0,5.0,14.0,170.0,3.0,/cfb/schools/maryland/2010.html,,
Shane Bannon,22,RB,,,,,,,,,,,,,
Anthony Allen,23,RB,Georgia Tech,225.0,2006*,13.0,96.0,406.0,13.0,4.0,48.0,1.0,/cfb/schools/louisville/2006.html,,
Anthony Allen,23,RB,Georgia Tech,225.0,2007,12.0,146.0,696.0,7.0,21.0,153.0,2.0,/cfb/schools/louisville/2007.html,,
Anthony Allen,23,RB,Georgia Tech,225.0,2009*,14.0,64.0,618.0,6.0,5.0,112.0,1.0,/cfb/schools/georgia-tech/2009.html,,
Anthony Allen,23,RB,Georgia Tech,225.0,2010*,13.0,240.0,1316.0,7.0,3.0,88.0,1.0,/cfb/schools/georgia-tech/2010.html,,
Anthony Allen,23,RB,,,,5.0,,,,0.0,0.0,0.0,,8.0,0.0
Baron Batch,23,RB,Texas Tech,232.0,2006*,6.0,9.0,43.0,1.0,6.0,41.0,0.0,/cfb/schools/texas-tech/2006.html,,
Baron Batch,23,RB,Texas Tech,232.0,2008*,13.0,113.0,758.0,7.0,45.0,449.0,1.0,/cfb/schools/texas-tech/2008.html,,
Baron Batch,23,RB,Texas Tech,232.0,2009*,13.0,168.0,884.0,14.0,57.0,395.0,1.0,/cfb/schools/texas-tech/2009.html,,
Baron Batch,23,RB,Texas Tech,232.0,2010*,13.0,177.0,816.0,5.0,32.0,226.0,3.0,/cfb/schools/texas-tech/2010.html,,
Baron Batch,23,RB,,,,12.0,,,,4.0,31.0,0.0,,49.0,1.0
Stanley Havili,23,RB,USC,240.0,2006*,3.0,0.0,0.0,0.0,4.0,24.0,0.0,/cfb/schools/southern-california/2006.html,,
Stanley Havili,23,RB,USC,240.0,2007*,13.0,21.0,134.0,2.0,34.0,248.0,5.0,/cfb/schools/southern-california/2007.html,,
Stanley Havili,23,RB,USC,240.0,2008*,12.0,13.0,71.0,0.0,24.0,324.0,3.0,/cfb/schools/southern-california/2008.html,,
Stanley Havili,23,RB,USC,240.0,2009*,11.0,21.0,138.0,0.0,22.0,298.0,2.0,/cfb/schools/southern-california/2009.html,,
Stanley Havili,23,RB,USC,240.0,2010,13.0,26.0,166.0,1.0,32.0,396.0,2.0,/cfb/schools/southern-california/2010.html,,
Stanley Havili,23,RB,,,,,,,,,,,,,
Jay Finley,23,RB,Baylor,246.0,2007,12.0,55.0,207.0,2.0,18.0,152.0,1.0,/cfb/schools/baylor/2007.html,,
Jay Finley,23,RB,Baylor,246.0,2008,12.0,149.0,865.0,7.0,7.0,141.0,2.0,/cfb/schools/baylor/2008.html,,
Jay Finley,23,RB,Baylor,246.0,2009,9.0,79.0,370.0,1.0,6.0,47.0,0.0,/cfb/schools/baylor/2009.html,,
Jay Finley,23,RB,Baylor,246.0,2010*,13.0,195.0,1218.0,12.0,9.0,76.0,0.0,/cfb/schools/baylor/2010.html,,
Jay Finley,23,RB,,,,,,,,,,,,,
Trent Richardson,22,RB,Alabama,3.0,2009*,14.0,145.0,751.0,8.0,16.0,126.0,0.0,/cfb/schools/alabama/2009.html,,
Trent Richardson,22,RB,Alabama,3.0,2010*,11.0,112.0,700.0,6.0,23.0,266.0,4.0,/cfb/schools/alabama/2010.html,,
Trent Richardson,22,RB,Alabama,3.0,2011*,13.0,283.0,1679.0,21.0,29.0,338.0,3.0,/cfb/schools/alabama/2011.html,,
Trent Richardson,22,RB,,,,15.0,,,,51.0,367.0,1.0,,950.0,11.0
Doug Martin,23,RB,Boise St.,31.0,2007*,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/cfb/schools/boise-state/2007.html,,
Doug Martin,23,RB,Boise St.,31.0,2008*,11.0,24.0,107.0,0.0,3.0,54.0,0.0,/cfb/schools/boise-state/2008.html,,
Doug Martin,23,RB,Boise St.,31.0,2009*,14.0,129.0,765.0,15.0,8.0,68.0,0.0,/cfb/schools/boise-state/2009.html,,
Doug Martin,23,RB,Boise St.,31.0,2010*,13.0,201.0,1260.0,12.0,28.0,338.0,2.0,/cfb/schools/boise-state/2010.html,,
Doug Martin,23,RB,Boise St.,31.0,2011*,13.0,263.0,1299.0,16.0,28.0,255.0,2.0,/cfb/schools/boise-state/2011.html,,
Doug Martin,23,RB,,,,16.0,,,,49.0,472.0,1.0,,1454.0,11.0
David Wilson,21,RB,Virginia Tech,32.0,2009*,13.0,59.0,334.0,4.0,0.0,0.0,0.0,/cfb/schools/virginia-tech/2009.html,,
David Wilson,21,RB,Virginia Tech,32.0,2010*,13.0,113.0,619.0,5.0,15.0,234.0,4.0,/cfb/schools/virginia-tech/2010.html,,
