name,school,draft_pick,season,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,YPG,TDPG,RPG,YPG_diff,RPG_diff,TDPG_diff,second_last_TDPG,second_last_RPG,second_last_YPG,age,nfl_games,nfl_recs,nfl_recYDS,nfl_recTDS,Yards_percentage,Receptions_Percentage,TD_Percentage,nfl_YPG,nfl_TDPG,nfl_RPG
Corey Coleman,Baylor,15.0,2015.0,74.0,1363.0,20.0,22.0,111.0,0.0,113.58333333333331,1.6666666666666667,6.166666666666667,1.683333333333323,-0.2333333333333334,0.5666666666666667,1.1,6.4,111.9,22,10.0,33.0,413.0,3.0,0.3923431203223949,0.021301093839953943,0.4901960784313726,41.3,0.3,3.3
Will Fuller,Notre Dame,21.0,2015.0,62.0,1258.0,14.0,0.0,0.0,0.0,96.76923076923076,1.0769230769230769,4.769230769230769,12.615384615384611,-1.0769230769230766,-0.0769230769230768,1.1538461538461535,5.846153846153846,84.15384615384616,22,14.0,47.0,635.0,2.0,0.374349055200119,0.018449635470912065,0.5668016194331984,45.357142857142854,0.14285714285714285,3.357142857142857
Josh Doctson,TCU,22.0,2015.0,79.0,1327.0,14.0,1.0,6.0,0.0,120.63636363636364,1.2727272727272727,7.181818181818182,42.32867132867133,2.1818181818181817,0.4265734265734265,0.8461538461538461,5.0,78.3076923076923,23,2.0,2.0,66.0,0.0,0.34725493274716074,0.020673051761134664,0.42424242424242425,33.0,0.0,1.0
Laquon Treadwell,Mississippi,23.0,2015.0,82.0,1153.0,11.0,1.0,-5.0,0.0,88.6923076923077,0.8461538461538461,6.307692307692308,18.470085470085465,0.9743589743589745,0.2905982905982905,0.5555555555555556,5.333333333333333,70.22222222222223,21,9.0,1.0,15.0,0.0,0.26499046218197697,0.018845809105743377,0.31339031339031337,1.6666666666666667,0.0,0.1111111111111111
Sterling Shepard,Oklahoma,40.0,2015.0,86.0,1288.0,11.0,1.0,5.0,0.0,99.07692307692308,0.8461538461538461,6.615384615384615,18.24358974358975,2.365384615384615,0.4294871794871794,0.4166666666666667,4.25,80.83333333333333,23,16.0,65.0,683.0,8.0,0.3214695752009185,0.02146458343732841,0.2917771883289125,42.6875,0.5,4.0625
Michael Thomas,Ohio St.,47.0,2015.0,56.0,781.0,9.0,0.0,0.0,0.0,60.07692307692308,0.6923076923076923,4.307692307692308,6.810256410256415,0.7076923076923074,0.0923076923076923,0.6,3.6,53.266666666666666,23,15.0,92.0,1137.0,9.0,0.31820404172099087,0.022816166883963495,0.4615384615384615,75.8,0.6,6.133333333333334
Tyler Boyd,Pittsburgh,55.0,2015.0,91.0,926.0,6.0,40.0,349.0,0.0,77.16666666666667,0.5,7.583333333333333,-19.83333333333333,1.583333333333333,-0.1153846153846154,0.6153846153846154,6.0,97.0,21,16.0,54.0,603.0,1.0,0.4048618398041274,0.039786638684854846,0.3125,37.6875,0.0625,3.375
Leonte Carroo,Rutgers,86.0,2015.0,39.0,809.0,10.0,0.0,0.0,0.0,101.125,1.25,4.875,17.586538461538467,0.6442307692307692,0.4807692307692307,0.7692307692307693,4.230769230769231,83.53846153846153,22,14.0,3.0,29.0,1.0,0.4882906808305167,0.023539352969579912,0.78125,2.0714285714285716,0.07142857142857142,0.21428571428571427
Chris Moore,Cincinnati,107.0,2015.0,40.0,870.0,7.0,2.0,10.0,0.0,72.5,0.5833333333333334,3.333333333333333,20.730769230769237,1.025641025641026,-0.032051282051282,0.6153846153846154,2.3076923076923075,51.76923076923077,23,15.0,7.0,46.0,0.0,0.20144484579049737,0.009261831990367694,0.26515151515151514,3.066666666666667,0.0,0.4666666666666667
Malcolm Mitchell,Georgia,112.0,2015.0,58.0,865.0,5.0,0.0,0.0,0.0,66.53846153846153,0.3846153846153846,4.461538461538462,38.982905982905976,1.017094017094017,0.0512820512820513,0.3333333333333333,3.4444444444444446,27.55555555555556,24,14.0,32.0,401.0,4.0,0.3594730499106512,0.024103395254124593,0.3496503496503496,28.642857142857142,0.2857142857142857,2.2857142857142856
Ricardo Louis,Auburn,114.0,2015.0,46.0,716.0,3.0,29.0,158.0,1.0,55.07692307692308,0.2307692307692307,3.5384615384615383,33.32692307692308,1.7884615384615383,-0.0192307692307692,0.25,1.75,21.75,22,16.0,18.0,205.0,0.0,0.3174462425182886,0.02039459099977832,0.2884615384615384,12.8125,0.0,1.125
Pharoh Cooper,South Carolina,117.0,2015.0,66.0,973.0,8.0,24.0,111.0,1.0,81.08333333333333,0.6666666666666666,5.5,-6.301282051282058,0.1923076923076925,-0.0256410256410256,0.6923076923076923,5.307692307692308,87.38461538461539,21,10.0,14.0,106.0,0.0,0.39076305220883534,0.02650602409638554,0.4761904761904762,10.6,0.0,1.4
Demarcus Robinson,Florida,126.0,2015.0,48.0,522.0,2.0,1.0,1.0,0.0,40.15384615384615,0.1538461538461538,3.692307692307693,-28.26282051282052,-0.8076923076923075,-0.4294871794871795,0.5833333333333334,4.5,68.41666666666667,21,16.0,0.0,0.0,0.0,0.19407368851544782,0.017845856415213596,0.10989010989010986,0.0,0.0,0.0
Tajae Sharpe,Massachusetts,140.0,2015.0,111.0,1319.0,5.0,1.0,-3.0,0.0,109.91666666666669,0.4166666666666667,9.25,3.1666666666666714,2.166666666666667,-0.1666666666666666,0.5833333333333334,7.083333333333333,106.75,21,16.0,41.0,522.0,2.0,0.4268608414239483,0.035922330097087375,0.2777777777777778,32.625,0.125,2.5625
Jordan Payton,UCLA,154.0,2015.0,78.0,1106.0,5.0,0.0,0.0,0.0,85.07692307692308,0.3846153846153846,6.0,11.692307692307692,0.8461538461538458,-0.1538461538461538,0.5384615384615384,5.153846153846154,73.38461538461539,23,4.0,1.0,3.0,0.0,0.29448571504646276,0.020768431983385256,0.21367521367521364,0.75,0.0,0.25
Trevor Davis,California,163.0,2015.0,40.0,672.0,2.0,3.0,4.0,0.0,51.69230769230769,0.1538461538461538,3.076923076923077,11.792307692307697,0.6769230769230772,-0.3461538461538461,0.5,2.4,39.9,23,11.0,3.0,24.0,1.0,0.13751611516974646,0.008185483045818242,0.04524886877828053,2.1818181818181817,0.09090909090909091,0.2727272727272727
Tyreek Hill,West Alabama,165.0,2015.0,40.0,672.0,2.0,3.0,4.0,0.0,51.69230769230769,0.1538461538461538,3.076923076923077,11.792307692307697,0.6769230769230772,-0.3461538461538461,0.5,2.4,39.9,22,16.0,61.0,593.0,6.0,0.13751611516974646,0.008185483045818242,0.04524886877828053,37.0625,0.375,3.8125
Rashard Higgins,Colorado St.,172.0,2015.0,75.0,1062.0,8.0,1.0,20.0,0.0,88.5,0.6666666666666666,6.25,-57.33333333333334,-1.75,-0.7500000000000001,1.4166666666666667,8.0,145.83333333333334,21,16.0,6.0,77.0,0.0,0.3881578947368421,0.027412280701754384,0.37037037037037035,4.8125,0.0,0.375
Jakeem Grant,Texas Tech,186.0,2015.0,90.0,1268.0,10.0,8.0,68.0,2.0,97.53846153846152,0.7692307692307693,6.923076923076923,19.37179487179486,1.3397435897435903,0.1858974358974359,0.5833333333333334,5.583333333333333,78.16666666666667,23,16.0,0.0,0.0,0.0,0.25125827289660363,0.017833789085721082,0.25641025641025644,0.0,0.0,0.0
Cody Core,Mississippi,199.0,2015.0,37.0,644.0,4.0,1.0,1.0,0.0,49.53846153846154,0.3076923076923077,2.8461538461538463,6.61538461538462,-0.3076923076923075,-0.1538461538461538,0.4615384615384615,3.1538461538461537,42.92307692307692,22,8.0,17.0,200.0,0.0,0.14800854956217968,0.008503596791615914,0.11396011396011396,25.0,0.0,2.125
Mike Thomas,Southern Miss,206.0,2015.0,71.0,1391.0,14.0,0.0,0.0,0.0,107.0,1.0769230769230769,5.461538461538462,57.66666666666666,2.044871794871795,0.6602564102564101,0.4166666666666667,3.4166666666666665,49.333333333333336,22,15.0,3.0,37.0,0.0,0.3245374582954201,0.01656517580084459,0.3713527851458886,2.466666666666667,0.0,0.2
Aaron Burbridge,Michigan St.,213.0,2015.0,85.0,1258.0,7.0,9.0,44.0,0.0,89.85714285714286,0.5,6.071428571428571,62.31868131868132,3.84065934065934,0.4230769230769231,0.0769230769230769,2.230769230769231,27.53846153846154,22,16.0,7.0,88.0,0.0,0.3836769549835306,0.02592411857996828,0.2631578947368421,5.5,0.0,0.4375
Demarcus Ayers,Houston,229.0,2015.0,98.0,1222.0,6.0,25.0,147.0,1.0,87.28571428571429,0.4285714285714285,7.0,61.51648351648352,4.461538461538462,0.2747252747252747,0.1538461538461538,2.5384615384615383,25.76923076923077,22,2.0,6.0,53.0,1.0,0.35153328347045626,0.02819170358437374,0.2678571428571428,26.5,0.5,3.0
Daniel Braverman,Western Michigan,230.0,2015.0,109.0,1377.0,13.0,2.0,13.0,0.0,105.92307692307692,1.0,8.384615384615385,29.230769230769223,1.76923076923077,0.5384615384615384,0.4615384615384615,6.615384615384615,76.6923076923077,22,3.0,0.0,0.0,0.0,0.368941403424162,0.029204511963132652,0.4347826086956522,0.0,0.0,0.0
Charone Peake,Clemson,241.0,2015.0,50.0,716.0,5.0,0.0,0.0,0.0,47.73333333333333,0.3333333333333333,3.333333333333333,29.304761904761907,1.6190476190476193,0.0476190476190476,0.2857142857142857,1.7142857142857142,18.428571428571427,23,15.0,19.0,186.0,0.0,0.16352632179970308,0.011419435879867535,0.14492753623188406,12.4,0.0,1.2666666666666666
Corey Davis,Western Michigan,5.0,2016.0,97.0,1500.0,19.0,1.0,0.0,0.0,107.14285714285714,1.3571428571428572,6.928571428571429,-3.318681318681328,0.0054945054945054,0.4340659340659341,0.9230769230769232,6.923076923076923,110.46153846153848,22,11.0,34.0,375.0,0.0,0.42449626443287297,0.027450758433325787,0.5654761904761906,34.09090909090909,0.0,3.090909090909091
Mike Williams,Clemson,7.0,2016.0,98.0,1361.0,11.0,0.0,0.0,0.0,90.73333333333332,0.7333333333333333,6.533333333333333,70.73333333333333,4.533333333333333,-0.2666666666666667,1.0,2.0,20.0,22,10.0,11.0,95.0,0.0,0.271738045322951,0.019566736547868623,0.24444444444444444,9.5,0.0,1.1
John Ross,Washington,9.0,2016.0,81.0,1150.0,17.0,8.0,102.0,1.0,82.14285714285714,1.2142857142857142,5.785714285714286,53.6043956043956,4.478021978021978,0.9065934065934064,0.3076923076923077,1.3076923076923077,28.53846153846154,21,3.0,0.0,0.0,0.0,0.31739898432325014,0.022355928461028924,0.35714285714285715,0.0,0.0,0.0
Zay Jones,East Carolina,37.0,2016.0,158.0,1746.0,8.0,4.0,24.0,0.0,145.5,0.6666666666666666,13.166666666666666,53.91666666666667,5.0,0.2499999999999999,0.4166666666666667,8.166666666666666,91.58333333333331,22,15.0,27.0,316.0,2.0,0.43471765760382436,0.03933871128373668,0.303030303030303,21.066666666666666,0.13333333333333333,1.8
JuJu Smith-Schuster,USC,62.0,2016.0,70.0,914.0,10.0,5.0,27.0,0.0,70.3076923076923,0.7692307692307693,5.384615384615385,-33.549450549450555,-0.9725274725274716,0.0549450549450549,0.7142857142857143,6.357142857142857,103.85714285714286,20,14.0,58.0,917.0,7.0,0.2543693643548926,0.019481242346654794,0.3076923076923077,65.5,0.5,4.142857142857143
Taywan Taylor,Western Kentucky,72.0,2016.0,98.0,1730.0,17.0,6.0,36.0,0.0,123.57142857142856,1.2142857142857142,7.0,18.78571428571428,0.8571428571428568,0.0,1.2142857142857142,6.142857142857143,104.78571428571428,22,16.0,16.0,231.0,1.0,0.3668985408890396,0.020783847980997625,0.4047619047619047,14.4375,0.0625,1.0
Chris Godwin,Penn St.,84.0,2016.0,59.0,982.0,11.0,1.0,13.0,0.0,70.14285714285714,0.7857142857142857,4.214285714285714,-14.549450549450556,-1.093406593406593,0.401098901098901,0.3846153846153846,5.307692307692308,84.6923076923077,21,16.0,34.0,525.0,1.0,0.26905583867609184,0.016165269329826294,0.37414965986394555,32.8125,0.0625,2.125
Kenny Golladay,Northern Illinois,96.0,2016.0,87.0,1156.0,8.0,20.0,192.0,2.0,96.33333333333331,0.6666666666666666,7.25,15.69047619047619,2.0357142857142856,-0.0476190476190476,0.7142857142857143,5.214285714285714,80.64285714285714,23,11.0,28.0,477.0,3.0,0.4300595238095237,0.03236607142857143,0.39215686274509803,43.36363636363637,0.2727272727272727,2.5454545454545454
Chad Williams,Grambling St.,98.0,2016.0,87.0,1156.0,8.0,20.0,192.0,2.0,96.33333333333331,0.6666666666666666,7.25,15.69047619047619,2.0357142857142856,-0.0476190476190476,0.7142857142857143,5.214285714285714,80.64285714285714,22,6.0,3.0,31.0,0.0,0.4300595238095237,0.03236607142857143,0.39215686274509803,5.166666666666667,0.0,0.5
Amara Darboh,Michigan,106.0,2016.0,57.0,862.0,7.0,0.0,0.0,0.0,66.3076923076923,0.5384615384615384,4.384615384615385,10.384615384615389,-0.0769230769230766,0.1538461538461538,0.3846153846153846,4.461538461538462,55.92307692307692,23,16.0,8.0,71.0,0.0,0.3127721335268505,0.020682148040638608,0.358974358974359,4.4375,0.0,0.5
Dede Westbrook,Oklahoma,110.0,2016.0,80.0,1524.0,17.0,10.0,101.0,0.0,117.23076923076924,1.3076923076923077,6.153846153846154,60.07692307692307,2.615384615384616,1.0,0.3076923076923077,3.5384615384615383,57.15384615384615,23,7.0,27.0,339.0,1.0,0.3686502177068215,0.019351717464925013,0.3962703962703963,48.42857142857143,0.14285714285714285,3.857142857142857
Josh Reynolds,Texas A&M,117.0,2016.0,61.0,1039.0,12.0,0.0,0.0,0.0,79.92307692307692,0.9230769230769232,4.6923076923076925,4.339743589743591,0.4423076923076925,0.5064102564102564,0.4166666666666667,4.25,75.58333333333333,22,16.0,11.0,104.0,1.0,0.3131782011092356,0.01838678562816494,0.48582995951417013,6.5,0.0625,0.6875
Mack Hollins,North Carolina,118.0,2016.0,16.0,309.0,4.0,0.0,0.0,0.0,44.142857142857146,0.5714285714285714,2.2857142857142856,-9.07142857142857,0.1428571428571428,0.0,0.5714285714285714,2.142857142857143,53.21428571428572,23,16.0,16.0,226.0,1.0,0.15055544728123174,0.007795751315533035,0.2484472049689441,14.125,0.0625,1.0
Josh Malone,Tennessee,128.0,2016.0,50.0,972.0,11.0,0.0,0.0,0.0,74.76923076923077,0.8461538461538461,3.8461538461538463,43.61538461538462,1.4615384615384617,0.6923076923076923,0.1538461538461538,2.3846153846153846,31.153846153846157,21,11.0,6.0,63.0,1.0,0.31349782293178524,0.016126431220770843,0.3846153846153846,5.7272727272727275,0.09090909090909091,0.5454545454545454
Ryan Switzer,North Carolina,133.0,2016.0,96.0,1112.0,6.0,3.0,14.0,0.0,85.53846153846153,0.4615384615384615,7.384615384615385,35.75274725274725,3.4560439560439566,0.032967032967033,0.4285714285714285,3.928571428571429,49.785714285714285,22,16.0,6.0,41.0,0.0,0.29174100115437085,0.025186273480952884,0.20066889632107024,2.5625,0.0,0.375
Jehu Chesson,Michigan,139.0,2016.0,35.0,500.0,2.0,12.0,63.0,1.0,38.46153846153846,0.1538461538461538,2.6923076923076925,-20.307692307692307,-1.1538461538461535,-0.5384615384615384,0.6923076923076923,3.8461538461538463,58.76923076923077,23,12.0,2.0,18.0,0.0,0.18142235123367198,0.01269956458635704,0.10256410256410253,1.5,0.0,0.16666666666666666
Chad Hansen,California,141.0,2016.0,92.0,1249.0,11.0,0.0,0.0,0.0,124.9,1.1,9.2,100.0,7.299999999999999,1.0,0.1,1.9,24.9,22,15.0,9.0,94.0,0.0,0.3481047937569677,0.025641025641025637,0.3548387096774194,6.266666666666667,0.0,0.6
Shelton Gibson,West Virginia,166.0,2016.0,43.0,951.0,8.0,2.0,29.0,0.0,73.15384615384616,0.6153846153846154,3.3076923076923075,4.923076923076934,0.4615384615384612,-0.0769230769230768,0.6923076923076923,2.8461538461538463,68.23076923076923,23,5.0,2.0,11.0,0.0,0.28442397415958853,0.012860389998803684,0.3076923076923077,2.2,0.0,0.4
Isaiah McKenzie,Georgia,172.0,2016.0,44.0,633.0,7.0,19.0,134.0,2.0,48.69230769230769,0.5384615384615384,3.3846153846153846,36.392307692307696,2.3846153846153846,0.5384615384615384,0.0,1.0,12.3,22,11.0,4.0,29.0,0.0,0.2516398330351819,0.017491552375273306,0.44871794871794873,2.6363636363636362,0.0,0.36363636363636365
Trent Taylor,Louisiana Tech,177.0,2016.0,136.0,1803.0,12.0,0.0,0.0,0.0,128.78571428571428,0.8571428571428571,9.714285714285714,30.170329670329664,2.0989010989010985,0.1648351648351648,0.6923076923076923,7.615384615384615,98.6153846153846,23,15.0,43.0,430.0,2.0,0.35439106848022645,0.026731661294126897,0.27649769585253453,28.666666666666668,0.13333333333333333,2.8666666666666667
Robert Davis,Georgia St.,209.0,2016.0,67.0,968.0,5.0,0.0,0.0,0.0,80.66666666666667,0.4166666666666667,5.583333333333333,5.282051282051285,0.8910256410256405,-0.0448717948717948,0.4615384615384615,4.6923076923076925,75.38461538461539,22,1.0,0.0,0.0,0.0,0.32751387197185006,0.02266883204763838,0.29761904761904767,0.0,0.0,0.0
Stacy Coley,Miami (FL),219.0,2016.0,63.0,754.0,9.0,0.0,0.0,0.0,58.0,0.6923076923076923,4.846153846153846,-5.0,0.4825174825174825,0.3286713286713286,0.3636363636363636,4.363636363636363,63.0,23,3.0,0.0,0.0,0.0,0.21152443471918309,0.017673792290860125,0.32967032967032966,0.0,0.0,0.0
David Moore,East Central (OK),226.0,2016.0,63.0,754.0,9.0,0.0,0.0,0.0,58.0,0.6923076923076923,4.846153846153846,-5.0,0.4825174825174825,0.3286713286713286,0.3636363636363636,4.363636363636363,63.0,22,1.0,0.0,0.0,0.0,0.21152443471918309,0.017673792290860125,0.32967032967032966,0.0,0.0,0.0
Isaiah Ford,Virginia Tech,237.0,2016.0,79.0,1094.0,7.0,6.0,33.0,0.0,78.14285714285714,0.5,5.642857142857143,-11.395604395604394,-0.1263736263736259,-0.3461538461538461,0.8461538461538461,5.769230769230769,89.53846153846153,21,1.0,0.0,0.0,0.0,0.2983690612556592,0.02154584628811433,0.22727272727272727,0.0,0.0,0.0
Noah Brown,Ohio St.,239.0,2016.0,32.0,402.0,7.0,0.0,0.0,0.0,30.923076923076923,0.5384615384615384,2.4615384615384617,30.104895104895107,2.370629370629371,0.5384615384615384,0.0,0.0909090909090909,0.8181818181818182,21,13.0,4.0,33.0,0.0,0.14456791455388932,0.011507893695831986,0.2692307692307692,2.5384615384615383,0.0,0.3076923076923077
D.J. Moore,Maryland,24.0,2017.0,80.0,1033.0,8.0,5.0,61.0,1.0,86.08333333333333,0.6666666666666666,6.666666666666667,37.08333333333333,3.512820512820513,0.205128205128205,0.4615384615384615,3.1538461538461537,49.0,21,16.0,55.0,788.0,2.0,0.5323644609358895,0.04122861265718409,0.5128205128205128,49.25,0.125,3.4375
