name,position,school,age,draft_pick,season,college_games,conference,conference_ACC,conference_Big 12,conference_Big Ten,conference_Other,conference_SEC,rush_att_pg,rush_yds_pg,rush_tds_pg,rec_pg,rec_yds_pg,rec_tds_pg,rush_yards_per_att,volume_pg,total_yards,total_tds,scrimmage_yds_pg,tds_pg,yards_per_touch,latest_vs_prev_yards_pg,latest_vs_prev_tds_pg,draft_pick_log,draft_pick_inverse,nfl_games,nfl_rushingYDS,nfl_rushingTDS,nfl_recs,nfl_recYDS,nfl_recTDS,fantasy_points,position_QB,position_RB,position_WR,position_TE
Tyler Allgeier,RB,BYU,22,151.0,2021.0,13.0,Big 12,0,1,0,0,0,21.23076923076923,123.53846153846153,1.7692307692307692,2.1538461538461537,15.307692307692308,0.0,5.818840579710145,23.384615384615383,1805.0,23.0,138.84615384615384,1.7692307692307692,5.9375,20.300699300699293,0.5874125874125873,5.0238805208462765,0.08137884587711594,16.0,1035.0,3.0,16.0,139.0,1.0,157.4,0,1,0,0
Tyler Badie,RB,Missouri,22,196.0,2021.0,12.0,SEC,0,0,0,0,1,22.333333333333332,133.66666666666666,1.1666666666666667,4.5,27.5,0.3333333333333333,5.985074626865671,26.833333333333332,1934.0,18.0,161.16666666666666,1.5,6.006211180124224,103.66666666666666,0.9,5.2832037287379885,0.07142857142857142,1.0,0.0,0.0,1.0,24.0,1.0,9.4,0,1,0,0
Tyler Ervin,RB,San Jose St.,22,119.0,2015.0,13.0,Other,0,0,0,1,0,22.615384615384617,123.15384615384616,1.0,3.4615384615384617,25.692307692307693,0.15384615384615385,5.445578231292517,26.076923076923077,1935.0,15.0,148.84615384615384,1.1538461538461537,5.707964601769912,49.34615384615384,0.737179487179487,4.787491742782046,0.09166984970282113,,,,,,,0.0,0,1,0,0
Tyrion Davis-Price,RB,LSU,21,93.0,2021.0,12.0,SEC,0,0,0,0,1,17.583333333333332,83.58333333333333,0.5,0.8333333333333334,5.333333333333333,0.0,4.753554502369668,18.416666666666668,1067.0,6.0,88.91666666666667,0.5,4.828054298642534,34.13888888888889,0.16666666666666669,4.543294782270004,0.10369516947304253,6.0,99.0,0.0,0.0,0.0,0.0,9.9,0,1,0,0
Tyrone Tracy Jr.,RB,Purdue,24,166.0,2023.0,11.0,Big Ten,0,0,1,0,0,10.272727272727273,65.0909090909091,0.7272727272727273,1.7272727272727273,12.0,0.0,6.336283185840708,12.0,848.0,8.0,77.0909090909091,0.7272727272727273,6.424242424242425,53.09090909090909,0.7272727272727273,5.117993812416755,0.07761505257063328,17.0,839.0,5.0,38.0,284.0,1.0,186.3,0,1,0,0
Wayne Gallman,RB,Clemson,22,140.0,2016.0,15.0,ACC,1,0,0,0,0,15.466666666666667,75.53333333333333,1.1333333333333333,1.3333333333333333,10.133333333333333,0.0,4.883620689655173,16.8,1285.0,17.0,85.66666666666667,1.1333333333333333,5.09920634920635,-38.61904761904762,0.1333333333333333,4.948759890378168,0.08451542547285165,13.0,476.0,0.0,34.0,193.0,1.0,106.89999999999999,0,1,0,0
Wendell Smallwood,RB,West Virginia,22,153.0,2015.0,13.0,Big 12,0,1,0,0,0,18.307692307692307,116.84615384615384,0.6923076923076923,2.0,12.307692307692308,0.0,6.382352941176471,20.307692307692307,1679.0,9.0,129.15384615384616,0.6923076923076923,6.359848484848485,48.53846153846155,0.5384615384615384,5.0369526024136295,0.08084520834544433,13.0,312.0,1.0,6.0,55.0,0.0,48.7,0,1,0,0
Will Shipley,RB,Clemson,22,127.0,2023.0,12.0,ACC,1,0,0,0,0,13.916666666666666,68.91666666666667,0.4166666666666667,2.5833333333333335,20.333333333333332,0.16666666666666666,4.952095808383233,16.5,1071.0,7.0,89.25,0.5833333333333334,5.409090909090909,-12.464285714285708,-0.488095238095238,4.852030263919617,0.08873565094161139,16.0,82.0,0.0,4.0,35.0,0.0,15.700000000000001,0,1,0,0
Zac Brooks,RB,Clemson,23,247.0,2015.0,14.0,ACC,1,0,0,0,0,2.9285714285714284,16.714285714285715,0.21428571428571427,0.6428571428571429,8.071428571428571,0.14285714285714285,5.7073170731707314,3.5714285714285716,347.0,5.0,24.785714285714285,0.35714285714285715,6.9399999999999995,-11.769841269841272,0.023809523809523836,5.5134287461649825,0.06362847629757777,,,,,,,0.0,0,1,0,0
Zach Charbonnet,RB,UCLA,22,52.0,2022.0,10.0,Big Ten,0,0,1,0,0,19.5,135.9,1.4,3.7,32.1,0.0,6.969230769230769,23.2,1680.0,14.0,168.0,1.4,7.241379310344828,56.83333333333333,0.31666666666666665,3.970291913552122,0.1386750490563073,16.0,462.0,1.0,33.0,209.0,0.0,106.10000000000001,0,1,0,0
Zach Evans,RB,Mississippi,22,215.0,2022.0,12.0,SEC,0,0,0,0,1,12.0,78.0,0.75,1.0,9.916666666666666,0.08333333333333333,6.5,13.0,1055.0,10.0,87.91666666666667,0.8333333333333334,6.762820512820514,-41.749999999999986,-0.16666666666666663,5.375278407684165,0.06819943394704735,10.0,19.0,0.0,0.0,0.0,0.0,1.9000000000000001,0,1,0,0
Zack Moss,RB,Utah,22,86.0,2019.0,13.0,Big 12,0,1,0,0,0,18.076923076923077,108.92307692307692,1.1538461538461537,2.1538461538461537,29.846153846153847,0.15384615384615385,6.025531914893617,20.23076923076923,1804.0,17.0,138.76923076923077,1.3076923076923077,6.859315589353613,11.435897435897445,-0.02564102564102555,4.465908118654584,0.10783277320343841,13.0,481.0,4.0,14.0,95.0,1.0,101.6,0,1,0,0
Zamir White,RB,Georgia,22,122.0,2021.0,15.0,SEC,0,0,0,0,1,10.666666666666666,57.06666666666667,0.7333333333333333,0.6,5.0,0.0,5.35,11.266666666666667,931.0,11.0,62.06666666666667,0.7333333333333333,5.50887573964497,-19.533333333333324,-0.3666666666666668,4.812184355372417,0.09053574604251853,14.0,70.0,0.0,0.0,0.0,0.0,7.0,0,1,0,0
Zander Horvath,RB,Purdue,23,260.0,2021.0,8.0,Big Ten,0,0,1,0,0,11.375,40.0,0.375,2.125,13.5,0.0,3.5164835164835164,13.5,428.0,3.0,53.5,0.375,3.962962962962963,-70.83333333333333,0.041666666666666685,5.564520407322694,0.062017367294604234,,,,,,,0.0,0,1,0,0
