name,position,school,age,draft_pick,season,college_games,conference,conference_ACC,conference_Big 12,conference_Big Ten,conference_Other,conference_SEC,rush_att_pg,rush_yds_pg,rush_tds_pg,rec_pg,rec_yds_pg,rec_tds_pg,rush_yards_per_att,volume_pg,total_yards,total_tds,scrimmage_yds_pg,tds_pg,yards_per_touch,latest_vs_prev_yards_pg,latest_vs_prev_tds_pg,draft_pick_log,draft_pick_inverse,nfl_games,nfl_rushingYDS,nfl_rushingTDS,nfl_recs,nfl_recYDS,nfl_recTDS,fantasy_points,position_QB,position_RB,position_WR,position_TE
Darrell Henderson,RB,Memphis,22,70.0,2018.0,13.0,Other,0,0,0,1,0,16.46153846153846,146.84615384615384,1.6923076923076923,1.4615384615384615,22.692307692307693,0.23076923076923078,8.92056074766355,17.923076923076923,2204.0,25.0,169.53846153846155,1.9230769230769231,9.459227467811159,54.53846153846155,1.0064102564102564,4.2626798770413155,0.11952286093343936,13.0,147.0,0.0,4.0,37.0,0.0,22.400000000000002,0,1,0,0
Darrynton Evans,RB,Appalachian St.,22,93.0,2019.0,14.0,Other,0,0,0,1,0,18.214285714285715,105.71428571428571,1.2857142857142858,1.5,14.142857142857142,0.35714285714285715,5.803921568627451,19.714285714285715,1678.0,23.0,119.85714285714286,1.6428571428571428,6.079710144927536,21.85714285714286,1.0274725274725274,4.543294782270004,0.10369516947304253,5.0,54.0,0.0,2.0,27.0,1.0,16.1,0,1,0,0
Darwin Thompson,RB,Utah St.,22,214.0,2018.0,13.0,Other,0,0,0,1,0,11.76923076923077,80.3076923076923,1.0769230769230769,1.7692307692307692,27.0,0.15384615384615385,6.823529411764706,13.538461538461538,1395.0,16.0,107.3076923076923,1.2307692307692308,7.926136363636364,0.0,0.0,5.3706380281276624,0.06835859270246633,12.0,128.0,1.0,9.0,43.0,0.0,32.1,0,1,0,0
David Cobb,RB,Minnesota,22,138.0,2014.0,13.0,Big Ten,0,0,1,0,0,24.153846153846153,125.07692307692308,1.0,1.2307692307692308,12.461538461538462,0.0,5.178343949044586,25.384615384615383,1788.0,13.0,137.53846153846155,1.0,5.418181818181818,31.692307692307708,0.46153846153846156,4.9344739331306915,0.08512565307587486,7.0,146.0,1.0,1.0,-2.0,0.0,21.400000000000002,0,1,0,0
David Johnson,RB,Northern Iowa,23,86.0,2014.0,13.0,Other,0,0,0,1,0,0.0,0.0,0.0,1.8461538461538463,20.692307692307693,0.0,,1.8461538461538463,269.0,0.0,20.692307692307693,0.0,11.208333333333332,-23.384615384615387,-0.3076923076923077,4.465908118654584,0.10783277320343841,16.0,581.0,8.0,36.0,457.0,4.0,211.8,0,1,0,0
David Montgomery,RB,Iowa St.,22,73.0,2018.0,12.0,Big 12,0,1,0,0,0,21.416666666666668,101.33333333333333,1.0833333333333333,1.8333333333333333,13.083333333333334,0.0,4.7315175097276265,23.25,1373.0,13.0,114.41666666666667,1.0833333333333333,4.921146953405018,3.4935897435897516,0.23717948717948711,4.30406509320417,0.11704114719613057,16.0,889.0,6.0,25.0,185.0,1.0,174.4,0,1,0,0
David Williams,RB,Arkansas,24,226.0,2017.0,12.0,SEC,0,0,0,0,1,9.75,54.666666666666664,0.6666666666666666,0.8333333333333334,14.25,0.16666666666666666,5.6068376068376065,10.583333333333334,827.0,10.0,68.91666666666667,0.8333333333333334,6.511811023622047,44.99358974358975,0.6025641025641026,5.424950017481403,0.06651901052377393,6.0,36.0,0.0,0.0,0.0,0.0,3.6,0,1,0,0
De'Angelo Henderson,RB,Coastal Carolina,24,203.0,2016.0,14.0,Other,0,0,0,1,0,0.6428571428571429,3.0,0.0,3.4285714285714284,49.357142857142854,0.5,4.666666666666667,4.071428571428571,733.0,7.0,52.357142857142854,0.5,12.859649122807017,9.510989010989007,-0.038461538461538436,5.318119993844216,0.07018624063435965,5.0,13.0,0.0,2.0,36.0,1.0,12.9,0,1,0,0
De'Von Achane,RB,Texas A&M,21,84.0,2022.0,10.0,SEC,0,0,0,0,1,19.6,110.2,0.8,3.6,19.6,0.3,5.622448979591836,23.2,1298.0,11.0,129.8,1.1,5.594827586206897,32.21666666666668,0.2666666666666667,4.442651256490317,0.1091089451179962,11.0,800.0,8.0,27.0,197.0,3.0,192.7,0,1,0,0
DeAndre Washington,RB,Texas Tech,23,143.0,2015.0,13.0,Big 12,0,1,0,0,0,17.923076923076923,114.76923076923077,1.0769230769230769,3.1538461538461537,29.615384615384617,0.15384615384615385,6.4034334763948495,21.076923076923077,1877.0,16.0,144.3846153846154,1.2307692307692308,6.85036496350365,25.134615384615387,0.8974358974358976,4.969813299576001,0.08362420100070908,14.0,467.0,2.0,17.0,115.0,0.0,87.2,0,1,0,0
DeWayne McBride,RB,Ala-Birmingham,22,222.0,2022.0,11.0,Other,0,0,0,1,0,21.181818181818183,155.72727272727272,1.7272727272727273,0.18181818181818182,0.9090909090909091,0.0,7.351931330472103,21.363636363636363,1723.0,19.0,156.63636363636363,1.7272727272727273,7.3319148936170215,49.713286713286706,0.7272727272727273,5.407171771460119,0.06711560552140243,,,,,,,0.0,0,1,0,0
DeeJay Dallas,RB,Miami (FL),21,144.0,2019.0,10.0,ACC,1,0,0,0,0,11.5,69.3,0.8,1.4,14.0,0.2,6.026086956521739,12.9,833.0,10.0,83.3,1.0,6.457364341085271,29.299999999999997,0.5384615384615384,4.976733742420574,0.08333333333333333,12.0,108.0,2.0,17.0,111.0,1.0,56.9,0,1,0,0
Demetric Felton,RB,UCLA,23,211.0,2020.0,6.0,Big Ten,0,0,1,0,0,22.0,111.33333333333333,0.8333333333333334,3.6666666666666665,26.5,0.5,5.0606060606060606,25.666666666666668,827.0,8.0,137.83333333333334,1.3333333333333333,5.37012987012987,60.750000000000014,0.9166666666666665,5.356586274672012,0.06884283908215143,,,,,,,0.0,0,1,0,0
Derrick Henry,RB,Alabama,22,45.0,2015.0,15.0,SEC,0,0,0,0,1,26.333333333333332,147.93333333333334,1.8666666666666667,0.7333333333333333,6.066666666666666,0.0,5.6177215189873415,27.066666666666666,2310.0,28.0,154.0,1.8666666666666667,5.689655172413794,73.78571428571429,0.9380952380952381,3.828641396489095,0.14907119849998599,15.0,490.0,5.0,13.0,137.0,0.0,105.7,0,1,0,0
Derrius Guice,RB,LSU,21,59.0,2017.0,12.0,SEC,0,0,0,0,1,19.75,104.25,0.9166666666666666,1.5,10.333333333333334,0.16666666666666666,5.2784810126582276,21.25,1375.0,13.0,114.58333333333333,1.0833333333333333,5.3921568627450975,-9.833333333333343,-0.25,4.0943445622221,0.13018891098082389,5.0,245.0,2.0,7.0,79.0,1.0,57.4,0,1,0,0
Deuce Vaughn,RB,Kansas St.,21,212.0,2022.0,14.0,Big 12,0,1,0,0,0,20.928571428571427,111.28571428571429,0.6428571428571429,3.0,27.0,0.21428571428571427,5.3174061433447095,23.928571428571427,1936.0,12.0,138.28571428571428,0.8571428571428571,5.7791044776119405,-5.714285714285722,-0.8351648351648352,5.3612921657094255,0.06868028197434452,7.0,40.0,0.0,7.0,40.0,0.0,15.0,0,1,0,0
Devante Mays,RB,Utah St.,23,238.0,2016.0,6.0,Other,0,0,0,1,0,6.166666666666667,43.166666666666664,0.5,0.16666666666666666,1.3333333333333333,0.0,7.0,6.333333333333333,267.0,3.0,44.5,0.5,7.026315789473685,-30.5,-0.1923076923076923,5.476463551931511,0.06482037235521644,8.0,1.0,0.0,3.0,0.0,0.0,3.1,0,1,0,0
Devin Singletary,RB,Florida Atlantic,22,74.0,2018.0,12.0,Other,0,0,0,1,0,21.75,112.33333333333333,1.8333333333333333,0.5,3.0,0.0,5.164750957854406,22.25,1384.0,22.0,115.33333333333333,1.8333333333333333,5.1835205992509366,-35.95238095238095,-0.523809523809524,4.31748811353631,0.11624763874381928,12.0,775.0,2.0,29.0,194.0,2.0,149.9,0,1,0,0
Devontae Booker,RB,Utah,24,136.0,2015.0,10.0,Big 12,0,1,0,0,0,26.8,126.1,1.1,3.7,31.8,0.0,4.705223880597015,30.5,1579.0,11.0,157.9,1.1,5.177049180327868,18.053846153846166,0.17692307692307696,4.919980925828125,0.08574929257125441,16.0,612.0,4.0,31.0,265.0,1.0,148.7,0,1,0,0
Dexter Williams,RB,Notre Dame,22,194.0,2018.0,9.0,Other,0,0,0,1,0,17.555555555555557,110.55555555555556,1.3333333333333333,1.7777777777777777,14.777777777777779,0.1111111111111111,6.2974683544303796,19.333333333333332,1128.0,13.0,125.33333333333333,1.4444444444444444,6.482758620689655,88.03333333333333,0.9444444444444444,5.272999558563747,0.07179581586177382,4.0,11.0,0.0,0.0,0.0,0.0,1.1,0,1,0,0
Donnel Pumphrey,RB,San Diego St.,22,132.0,2016.0,14.0,Other,0,0,0,1,0,24.928571428571427,152.35714285714286,1.2142857142857142,1.9285714285714286,16.5,0.0,6.111747851002866,26.857142857142858,2364.0,17.0,168.85714285714286,1.2142857142857142,6.287234042553192,21.071428571428584,-0.2142857142857144,4.890349128221754,0.08703882797784893,,,,,,,0.0,0,1,0,0
Duke Johnson,RB,Miami (FL),21,77.0,2014.0,13.0,ACC,1,0,0,0,0,18.615384615384617,127.07692307692308,0.7692307692307693,2.923076923076923,32.38461538461539,0.23076923076923078,6.8264462809917354,21.53846153846154,2073.0,13.0,159.46153846153845,1.0,7.4035714285714285,34.83653846153845,0.25,4.356708826689592,0.11396057645963795,16.0,379.0,0.0,61.0,534.0,2.0,164.3,0,1,0,0
Dwayne Washington,RB,Washington,22,236.0,2015.0,8.0,Big Ten,0,0,1,0,0,5.875,35.25,0.5,3.125,39.375,0.375,6.0,9.0,597.0,7.0,74.625,0.875,8.291666666666666,14.009615384615387,0.1826923076923077,5.4680601411351315,0.06509445549041194,12.0,265.0,1.0,10.0,62.0,0.0,48.7,0,1,0,0
Dylan Laube,RB,New Hampshire,24,208.0,2023.0,13.0,Other,0,0,0,1,0,13.923076923076923,86.76923076923077,1.0,1.6153846153846154,18.923076923076923,0.07692307692307693,6.232044198895028,15.538461538461538,1374.0,14.0,105.6923076923077,1.0769230769230769,6.801980198019802,36.46153846153847,0.7692307692307692,5.342334251964811,0.06933752452815364,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Elijah Hood,RB,North Carolina,21,242.0,2016.0,11.0,ACC,1,0,0,0,0,13.181818181818182,78.0,0.7272727272727273,2.272727272727273,12.909090909090908,0.0,5.917241379310345,15.454545454545455,1000.0,8.0,90.9090909090909,0.7272727272727273,5.88235294117647,-18.662337662337663,-0.4870129870129869,5.493061443340548,0.0642824346533225,,,,,,,0.0,0,1,0,0
Elijah McGuire,RB,Louisiana,23,188.0,2016.0,13.0,Other,0,0,0,1,0,17.846153846153847,86.6923076923077,0.5384615384615384,2.230769230769231,18.307692307692307,0.15384615384615385,4.857758620689655,20.076923076923077,1365.0,9.0,105.0,0.6923076923076923,5.2298850574712645,-7.583333333333329,-0.641025641025641,5.241747015059643,0.07293249574894728,16.0,315.0,1.0,17.0,177.0,1.0,78.2,0,1,0,0
Elijah Mitchell,RB,Louisiana,23,194.0,2020.0,10.0,Other,0,0,0,1,0,14.1,87.8,0.8,1.6,15.3,0.0,6.226950354609929,15.7,1031.0,8.0,103.1,0.8,6.56687898089172,16.171428571428564,-0.41428571428571415,5.272999558563747,0.07179581586177382,11.0,963.0,5.0,19.0,137.0,1.0,165.0,0,1,0,0
Eno Benjamin,RB,Arizona St.,21,222.0,2019.0,12.0,Big 12,0,1,0,0,0,21.083333333333332,90.25,0.8333333333333334,3.5,28.916666666666668,0.16666666666666666,4.280632411067193,24.583333333333332,1430.0,12.0,119.16666666666667,1.0,4.8474576271186445,-27.371794871794876,-0.3846153846153846,5.407171771460119,0.06711560552140243,9.0,118.0,1.0,6.0,42.0,0.0,28.0,0,1,0,0
Eric Gray,RB,Oklahoma,23,172.0,2022.0,12.0,SEC,0,0,0,0,1,17.75,113.83333333333333,0.9166666666666666,2.75,19.083333333333332,0.0,6.413145539906103,20.5,1595.0,11.0,132.91666666666666,0.9166666666666666,6.483739837398375,83.60897435897435,0.6089743589743589,5.153291594497779,0.07624928516630233,13.0,48.0,0.0,6.0,22.0,0.0,13.0,0,1,0,0
Evan Hull,RB,Northwestern,22,176.0,2022.0,12.0,Big Ten,0,0,1,0,0,18.416666666666668,76.08333333333333,0.4166666666666667,4.583333333333333,45.5,0.16666666666666666,4.131221719457014,23.0,1459.0,7.0,121.58333333333333,0.5833333333333334,5.286231884057971,15.5,-0.16666666666666663,5.176149732573829,0.07537783614444091,,,,,,,0.0,0,1,0,0
Ezekiel Elliott,RB,Ohio St.,21,4.0,2015.0,13.0,Big Ten,0,0,1,0,0,22.23076923076923,140.07692307692307,1.7692307692307692,2.076923076923077,15.846153846153847,0.0,6.301038062283737,24.307692307692307,2027.0,23.0,155.92307692307693,1.7692307692307692,6.4145569620253164,16.05641025641026,0.5692307692307692,1.6094379124341003,0.5,15.0,1631.0,15.0,32.0,363.0,1.0,327.40000000000003,0,1,0,0
Gary Brightwell,RB,Arizona,22,196.0,2020.0,5.0,Big 12,0,1,0,0,0,17.6,78.0,0.2,2.6,10.6,0.0,4.431818181818182,20.2,443.0,1.0,88.6,0.2,4.386138613861386,47.781818181818174,-0.3454545454545454,5.2832037287379885,0.07142857142857142,13.0,4.0,0.0,1.0,6.0,0.0,2.0,0,1,0,0
Gerrid Doaks,RB,Cincinnati,23,244.0,2020.0,9.0,Big 12,0,1,0,0,0,16.0,74.77777777777777,0.7777777777777778,1.5555555555555556,22.444444444444443,0.2222222222222222,4.673611111111111,17.555555555555557,875.0,9.0,97.22222222222223,1.0,5.537974683544303,47.555555555555564,0.5,5.501258210544727,0.06401843996644799,,,,,,,0.0,0,1,0,0
Hassan Haskins,RB,Michigan,22,131.0,2021.0,14.0,Big Ten,0,0,1,0,0,19.285714285714285,94.78571428571429,1.4285714285714286,1.2857142857142858,9.357142857142858,0.0,4.9148148148148145,20.571428571428573,1458.0,20.0,104.14285714285714,1.4285714285714286,5.0625,41.64285714285714,0.4285714285714286,4.882801922586371,0.0873704056661038,15.0,93.0,0.0,11.0,57.0,0.0,26.0,0,1,0,0
Isaac Guerendo,RB,Louisville,24,129.0,2023.0,14.0,ACC,1,0,0,0,0,9.428571428571429,57.857142857142854,0.7857142857142857,1.5714285714285714,16.714285714285715,0.0,6.136363636363637,11.0,1044.0,11.0,74.57142857142857,0.7857142857142857,6.779220779220779,32.904761904761905,0.2857142857142857,4.867534450455582,0.08804509063256238,16.0,420.0,4.0,15.0,152.0,0.0,96.2,0,1,0,0
Isaiah Davis,RB,South Dakota St.,22,173.0,2023.0,11.0,Other,0,0,0,1,0,6.636363636363637,16.0,0.6363636363636364,0.0,0.0,0.0,2.410958904109589,6.636363636363637,176.0,7.0,16.0,0.6363636363636364,2.410958904109589,-16.230769230769234,0.020979020979020935,5.159055299214529,0.07602859212697055,17.0,174.0,1.0,9.0,75.0,1.0,45.900000000000006,0,1,0,0
Isaiah Spiller,RB,Texas A&M,21,123.0,2021.0,12.0,SEC,0,0,0,0,1,14.916666666666666,84.25,0.5,2.0833333333333335,15.75,0.08333333333333333,5.648044692737431,17.0,1200.0,7.0,100.0,0.5833333333333334,5.882352941176471,-22.900000000000006,-0.31666666666666665,4.820281565605037,0.09016696346674323,6.0,41.0,0.0,3.0,13.0,0.0,8.4,0,1,0,0
Isiah Pacheco,RB,Rutgers,23,251.0,2021.0,12.0,Big Ten,0,0,1,0,0,13.916666666666666,53.916666666666664,0.4166666666666667,1.0833333333333333,2.0833333333333335,0.0,3.874251497005988,15.0,672.0,5.0,56.0,0.4166666666666667,3.733333333333333,-15.666666666666671,-0.027777777777777735,5.529429087511423,0.06311944030978031,17.0,830.0,5.0,13.0,130.0,0.0,139.0,0,1,0,0
Israel Abanikanda,RB,Pittsburgh,20,143.0,2022.0,11.0,ACC,1,0,0,0,0,21.727272727272727,130.0909090909091,1.8181818181818181,1.0909090909090908,13.272727272727273,0.09090909090909091,5.98744769874477,22.818181818181817,1577.0,21.0,143.36363636363637,1.9090909090909092,6.282868525896415,78.13286713286715,1.2937062937062938,4.969813299576001,0.08362420100070908,6.0,70.0,0.0,7.0,43.0,0.0,18.3,0,1,0,0
Ito Smith,RB,Southern Miss,22,126.0,2017.0,13.0,Other,0,0,0,1,0,19.076923076923077,108.6923076923077,1.0,3.076923076923077,30.46153846153846,0.15384615384615385,5.69758064516129,22.153846153846153,1809.0,15.0,139.15384615384616,1.1538461538461537,6.28125,-8.384615384615387,-0.3076923076923077,4.844187086458591,0.0890870806374748,14.0,315.0,4.0,27.0,152.0,0.0,97.7,0,1,0,0
J.K. Dobbins,RB,Ohio St.,21,55.0,2019.0,14.0,Big Ten,0,0,1,0,0,21.5,143.07142857142858,1.5,1.6428571428571428,17.642857142857142,0.14285714285714285,6.6544850498338874,23.142857142857142,2250.0,23.0,160.71428571428572,1.6428571428571428,6.944444444444445,66.71428571428572,0.7857142857142857,4.02535169073515,0.13483997249264842,15.0,805.0,9.0,18.0,120.0,0.0,164.5,0,1,0,0
Jahmyr Gibbs,RB,Alabama,21,12.0,2022.0,12.0,SEC,0,0,0,0,1,12.583333333333334,77.16666666666667,0.5833333333333334,3.6666666666666665,37.0,0.25,6.132450331125828,16.25,1370.0,10.0,114.16666666666667,0.8333333333333334,7.0256410256410255,12.833333333333343,0.33333333333333337,2.5649493574615367,0.2886751345948129,15.0,945.0,10.0,52.0,316.0,1.0,244.1,0,1,0,0
Jake Funk,RB,Maryland,23,233.0,2020.0,5.0,Big Ten,0,0,1,0,0,12.0,103.2,0.6,2.0,13.6,0.2,8.6,14.0,584.0,4.0,116.8,0.8,8.342857142857143,53.8,0.13333333333333341,5.455321115357702,0.06551217820804184,10.0,5.0,0.0,0.0,0.0,0.0,0.5,0,1,0,0
Jamaal Williams,RB,BYU,22,134.0,2016.0,10.0,Big 12,0,1,0,0,0,23.4,137.5,1.2,0.7,8.0,0.0,5.8760683760683765,24.1,1455.0,12.0,145.5,1.2,6.037344398340249,74.875,0.7,4.90527477843843,0.08638684255813601,16.0,556.0,4.0,25.0,262.0,2.0,142.8,0,1,0,0
James Conner,RB,Pittsburgh,22,105.0,2016.0,13.0,ACC,1,0,0,0,0,16.615384615384617,84.0,1.2307692307692308,1.6153846153846154,23.23076923076923,0.3076923076923077,5.055555555555555,18.23076923076923,1394.0,20.0,107.23076923076923,1.5384615384615385,5.881856540084389,23.230769230769226,-0.46153846153846145,4.663439094112067,0.09759000729485333,14.0,144.0,0.0,0.0,0.0,0.0,14.4,0,1,0,0
James Cook,RB,Georgia,22,63.0,2021.0,15.0,SEC,0,0,0,0,1,7.533333333333333,48.53333333333333,0.4666666666666667,1.8,18.933333333333334,0.26666666666666666,6.442477876106195,9.333333333333334,1012.0,11.0,67.46666666666667,0.7333333333333333,7.228571428571428,1.4666666666666686,0.10833333333333328,4.1588830833596715,0.1259881576697424,16.0,507.0,2.0,21.0,180.0,1.0,107.7,0,1,0,0
Jase McClellan,RB,Alabama,22,186.0,2023.0,13.0,SEC,0,0,0,0,1,13.846153846153847,68.46153846153847,0.6153846153846154,1.1538461538461537,10.538461538461538,0.0,4.944444444444445,15.0,1027.0,8.0,79.0,0.6153846153846154,5.266666666666667,15.230769230769234,-0.15384615384615385,5.231108616854587,0.07332355751067665,2.0,32.0,0.0,0.0,0.0,0.0,3.2,0,1,0,0
Jason Huntley,RB,New Mexico St.,22,172.0,2019.0,12.0,Other,0,0,0,1,0,12.833333333333334,90.83333333333333,0.75,3.3333333333333335,16.0,0.16666666666666666,7.077922077922078,16.166666666666668,1282.0,11.0,106.83333333333333,0.9166666666666666,6.608247422680411,20.666666666666657,0.08333333333333326,5.153291594497779,0.07624928516630233,5.0,19.0,0.0,1.0,0.0,0.0,2.9000000000000004,0,1,0,0
Javonte Williams,RB,North Carolina,21,35.0,2020.0,11.0,ACC,1,0,0,0,0,14.272727272727273,103.63636363636364,1.7272727272727273,2.272727272727273,27.727272727272727,0.2727272727272727,7.261146496815287,16.545454545454547,1445.0,22.0,131.36363636363637,2.0,7.939560439560439,46.05594405594407,1.5384615384615383,3.58351893845611,0.1690308509457033,17.0,903.0,4.0,43.0,316.0,3.0,206.9,0,1,0,0
Javorius Allen,RB,USC,24,125.0,2014.0,13.0,Big Ten,0,0,1,0,0,21.23076923076923,114.53846153846153,0.8461538461538461,3.1538461538461537,35.23076923076923,0.07692307692307693,5.394927536231884,24.384615384615383,1947.0,12.0,149.76923076923077,0.9230769230769231,6.141955835962145,70.0,-0.23076923076923062,4.836281906951478,0.08944271909999159,16.0,514.0,1.0,45.0,353.0,2.0,149.70000000000002,0,1,0,0
Jawhar Jordan,RB,Louisville,25,205.0,2023.0,13.0,ACC,1,0,0,0,0,13.923076923076923,86.76923076923077,1.0,1.6153846153846154,18.923076923076923,0.07692307692307693,6.232044198895028,15.538461538461538,1374.0,14.0,105.6923076923077,1.0769230769230769,6.801980198019802,36.46153846153847,0.7692307692307692,5.327876168789581,0.06984302957695782,,,,,,,0.0,0,1,0,0
Jay Ajayi,RB,Boise St.,22,149.0,2014.0,14.0,Other,0,0,0,1,0,24.785714285714285,130.21428571428572,2.0,3.5714285714285716,38.214285714285715,0.2857142857142857,5.253602305475504,28.357142857142858,2358.0,32.0,168.42857142857142,2.2857142857142856,5.939546599496222,41.73626373626372,0.8241758241758241,5.0106352940962555,0.08192319205190406,9.0,187.0,1.0,7.0,90.0,0.0,40.7,0,1,0,0
Jaylen Wright,RB,Tennessee,21,120.0,2023.0,12.0,SEC,0,0,0,0,1,11.416666666666666,84.41666666666667,0.3333333333333333,1.8333333333333333,11.75,0.0,7.394160583941606,13.25,1154.0,4.0,96.16666666666667,0.3333333333333333,7.257861635220126,28.24358974358975,-0.43589743589743596,4.795790545596741,0.09128709291752768,15.0,249.0,0.0,3.0,8.0,0.0,28.700000000000003,0,1,0,0
Jeremy Langford,RB,Michigan St.,23,106.0,2014.0,13.0,Big Ten,0,0,1,0,0,21.23076923076923,117.07692307692308,1.6923076923076923,0.8461538461538461,4.769230769230769,0.0,5.5144927536231885,22.076923076923077,1584.0,22.0,121.84615384615384,1.6923076923076923,5.519163763066202,9.060439560439548,0.3351648351648351,4.672828834461906,0.09712858623572641,16.0,537.0,6.0,22.0,279.0,1.0,145.6,0,1,0,0
Jeremy McNichols,RB,Boise St.,21,162.0,2016.0,13.0,Other,0,0,0,1,0,24.153846153846153,131.46153846153845,1.7692307692307692,2.8461538461538463,36.46153846153846,0.3076923076923077,5.442675159235669,27.0,2183.0,27.0,167.92307692307693,2.076923076923077,6.219373219373219,18.173076923076934,-0.08974358974358942,5.093750200806762,0.07856742013183861,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Jermar Jefferson,RB,Oregon St.,21,257.0,2020.0,6.0,Other,0,0,0,1,0,22.166666666666668,143.0,1.1666666666666667,1.5,11.166666666666666,0.0,6.451127819548872,23.666666666666668,925.0,7.0,154.16666666666666,1.1666666666666667,6.514084507042253,68.6111111111111,0.05555555555555558,5.552959584921617,0.06237828615518053,7.0,74.0,2.0,4.0,23.0,0.0,25.7,0,1,0,0
Jerome Ford,RB,Cincinnati,22,156.0,2021.0,13.0,Big 12,0,1,0,0,0,16.46153846153846,101.46153846153847,1.4615384615384615,1.6153846153846154,16.923076923076923,0.07692307692307693,6.163551401869159,18.076923076923077,1539.0,20.0,118.38461538461539,1.5384615384615385,6.548936170212766,64.98461538461538,0.7384615384615385,5.056245805348308,0.08006407690254357,13.0,12.0,0.0,0.0,0.0,0.0,1.2000000000000002,0,1,0,0
Joe Mixon,RB,Oklahoma,21,48.0,2016.0,12.0,SEC,0,0,0,0,1,15.583333333333334,106.16666666666667,0.8333333333333334,3.0833333333333335,44.833333333333336,0.4166666666666667,6.81283422459893,18.666666666666668,1812.0,15.0,151.0,1.25,8.089285714285714,65.6923076923077,0.40384615384615385,3.8918202981106265,0.14433756729740646,14.0,626.0,4.0,30.0,287.0,0.0,145.3,0,1,0,0
Joe Williams,RB,Utah,24,121.0,2016.0,9.0,Big 12,0,1,0,0,0,23.333333333333332,156.33333333333334,1.1111111111111112,1.0,11.88888888888889,0.0,6.7,24.333333333333332,1514.0,10.0,168.22222222222223,1.1111111111111112,6.9132420091324205,112.12222222222223,0.8111111111111111,4.804021044733257,0.09090909090909091,,,,,,,0.0,0,1,0,0
John Kelly,RB,Tennessee,21,176.0,2017.0,11.0,SEC,0,0,0,0,1,17.181818181818183,70.72727272727273,0.8181818181818182,3.3636363636363638,27.181818181818183,0.0,4.116402116402116,20.545454545454547,1077.0,9.0,97.9090909090909,0.8181818181818182,4.765486725663717,41.15909090909091,0.40151515151515155,5.176149732573829,0.07537783614444091,4.0,74.0,0.0,2.0,27.0,0.0,12.100000000000001,0,1,0,0
Jonathan Taylor,RB,Wisconsin,21,41.0,2019.0,14.0,Big Ten,0,0,1,0,0,22.857142857142858,143.07142857142858,1.5,1.8571428571428572,18.0,0.35714285714285715,6.259375,24.714285714285715,2255.0,26.0,161.07142857142858,1.8571428571428572,6.517341040462427,-12.313186813186803,0.6263736263736264,3.7376696182833684,0.15617376188860607,15.0,1169.0,11.0,36.0,299.0,1.0,254.8,0,1,0,0
Jonathan Williams,RB,Arkansas,22,156.0,2015.0,1.0,SEC,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,-96.53846153846153,-1.0769230769230769,5.056245805348308,0.08006407690254357,11.0,94.0,1.0,1.0,0.0,0.0,16.4,0,1,0,0
Jonathon Brooks,RB,Texas,21,46.0,2023.0,11.0,SEC,0,0,0,0,1,17.0,103.54545454545455,0.9090909090909091,2.272727272727273,26.0,0.09090909090909091,6.090909090909091,19.272727272727273,1425.0,11.0,129.54545454545453,1.0,6.721698113207546,96.1168831168831,0.1428571428571429,3.8501476017100584,0.14744195615489714,3.0,22.0,0.0,3.0,23.0,0.0,7.5,0,1,0,0
Jordan Howard,RB,Indiana,21,150.0,2015.0,9.0,Big Ten,0,0,1,0,0,21.77777777777778,134.77777777777777,1.0,1.2222222222222223,11.777777777777779,0.1111111111111111,6.188775510204081,23.0,1319.0,10.0,146.55555555555554,1.1111111111111112,6.371980676328502,8.305555555555543,-0.05555555555555558,5.017279836814924,0.08164965809277261,15.0,1313.0,6.0,29.0,298.0,1.0,232.10000000000002,0,1,0,0
Jordan Scarlett,RB,Florida,23,154.0,2018.0,13.0,SEC,0,0,0,0,1,10.076923076923077,59.69230769230769,0.38461538461538464,0.7692307692307693,6.461538461538462,0.0,5.923664122137405,10.846153846153847,860.0,5.0,66.15384615384616,0.38461538461538464,6.0992907801418434,-4.0,-0.07692307692307693,5.043425116919247,0.08058229640253803,9.0,9.0,0.0,0.0,0.0,0.0,0.9,0,1,0,0
